index,ATM ID,Category,Description,Title,_id,raw_result,key_0,key_1,key_2,key_3,text,key_4
30,CSIRO 2004-008,Education and Training Services,"The purpose of the CSIRO IT Team Building and Change Management Programme is to establish the new culture for CSIRO IT by providing CSIRO IT staff with the skills to understand, manage and drive change, and to work as teams to build an effective One-CSIRO IT research support function.",CSIRO RFT 2004-008 Team Building and Change Management Programme,6162aa1fe1b7f5c73e6fdfee,"[('purpose team programme', 0.5859), ('team programme establish', 0.5599), ('research support function', 0.3884), ('team programme', 0.5158), ('staff skills understand', 0.3562)]",csiro,chang,build,manag,"the purpose of the  it team  and    is to establish the new culture for  it by providing  it staff with the skills to understand, manage and drive , and to work as teams to build an effective one- it research support function.. rft 2004-008 team  and   ",programm
31,CON G 188/2004,Management advisory services,"The Department of Defence is seeking to identify capable and experienced organisations, companies or consortia that have the ability to provide expertise to assist DSTO in commercialising its innovations. It is anticipated the TTAG will comprise three org",DSTO Technology Transfer Advisory Group (TTAG),6162aa1fe1b7f5c73e6fdfef,"[('org technology group', 0.6925), ('department defence seeking', 0.5878), ('organisations companies consortia', 0.6147), ('technology group', 0.6779), ('organisations', 0.5776)]",ttag,dsto,transfer,advisori,"the department of defence is seeking to identify capable and experienced organisations, companies or consortia that have the ability to provide expertise to assist  in commercialising its innovations. it is anticipated the  will comprise three org. technology    ()",group
32,5508,Education and Training Services,"A project to support a number of pilot projects, one in each state and territory, to develop, trial and evaluate forms of partnerships between universities, system and schools.",Strategic Partnerships in Information and Communication Technology (ICT) Teacher Development,6162aa1fe1b7f5c73e6fdff0,"[('schools strategic information', 0.5552), ('project support', 0.5171), ('communication technology teacher', 0.5191), ('projects state territory', 0.472), ('projects', 0.5177)]",partnership,develop,pilot,ict,"a  to support a number of  , one in each state and territory, to develop, trial and evaluate forms of  between universities, system and schools..strategic  in information and communication technology () teacher ",project
33,2004/1123,Management advisory services,"Regional research project on diversity and inclusion, the  impacts on regional Communities",Regional research project: Diversity and Inclusion,6162aa1fe1b7f5c73e6fdff1,"[('research project impacts', 0.8618), ('impacts research project', 0.8397), ('project impacts research', 0.7874), ('research project', 0.6712), ('impacts research', 0.7352)]",inclus,region,divers,commun,"  project on  and , the  impacts on  .  project:  and ",research
34,ATCAAF1,Management advisory services,Austrade is seeking an  Expression of Interest from organisations with relevant experience in developing administrative accountability frameworks in public and private sector entities.,Administrative Accountability Frameworks EOI,6162aa1fe1b7f5c73e6fdff2,"[('austrade expression organisations', 0.6762), ('austrade', 0.663), ('sector entities eoi', 0.4555), ('austrade expression', 0.5726), ('organisations relevant experience', 0.4094)]",account,administr,framework,seek, is  an  expression of interest from organisations with relevant experience in developing    in public and private sector entities..   eoi,austrad
35,CONG 194/2004,Disease prevention and control,"The Department of Defence invites suitably qualified and experienced private and public organisations to register interest for the provision of Pathology Services, for the Joint Health Support Agency.    Pathology Services will be required for Defence per",Pathology Services for the Joint Health Support Agency,6162aa1fe1b7f5c73e6fdff3,"[('agency services required', 0.6215), ('department invites suitably', 0.554), ('required services support', 0.6153), ('public organisations register', 0.5606), ('services support agency', 0.6191)]",patholog,defenc,joint,health,"the department of  invites suitably qualified and experienced private and public organisations to register interest for the provision of  , for the   support agency.      will be required for  per.  for the   support agency",servic
36,019/0405,Management advisory services,PROPOSAL TO ESTABLISH A MEDICAL RESEARCH ENDOWMENT SCHEME,PROPOSAL TO ESTABLISH A MEDICAL RESEARCH ENDOWMENT SCHEME (MRES) FOR THE NATIONAL HEALTH AND MEDICAL RESEARCH COUNCIL ( NHMRC),6162aa1fe1b7f5c73e6fdff4,"[('scheme national health', 0.7515), ('proposal establish scheme', 0.6853), ('health council nhmrc', 0.6592), ('establish scheme national', 0.6464), ('national health council', 0.6128)]",endow,research,medic,mre,proposal to establish a    .proposal to establish a     () for the national health and   council ( nhmrc),scheme
37,21/2004,Education and Training Services,The delivery of Team Building Training Programs,Provision of Team Building Services,6162aa1fe1b7f5c73e6fdff5,"[('delivery provision services', 0.8455), ('provision services', 0.7887), ('delivery provision', 0.7915), ('provision', 0.7043), ('services', 0.5752)]",build,team,train,program,the delivery of    . of   services,provis
38,CON G 204/2004,Specialised educational services,"The Department of Defence (Defence), through the Defence Business Training Centre (DBTC), is seeking to establish Standing Offer arrangements for the delivery of Finance and Business Management (FBM) training to members of the Defence organisation across",Delivery of Finance and Business Management Training Courses,6162aa1fe1b7f5c73e6fdff6,"[('finance management fbm', 0.6781), ('organisation delivery finance', 0.6547), ('fbm members organisation', 0.6479), ('delivery finance management', 0.6498), ('management fbm', 0.6372)]",train,busi,defenc,dbtc,"the department of  (), through the    centre (), is seeking to establish standing offer arrangements for the delivery of  and  management (fbm)  to members of the  organisation across.delivery of  and  management  courses",financ
39,R0018,Engineering and Research and Technology Based Services,Laboratory And Technical Services For Illicit Drug Testing To The ADF,Laboratory And Technical Services For Illicit Drug Testing To The ADF,6162aa1fe1b7f5c73e6fdff7,"[('adf technical services', 0.8295), ('technical services adf', 0.8168), ('services adf technical', 0.7877), ('adf technical', 0.7258), ('technical services', 0.6273)]",test,drug,illicit,laboratori, and  services for    to the adf. and  services for    to the adf,technic
40,CSIRO2004-009,Management advisory services,"CSIRO invites tenders to conduct a CSIRO National Branding, Positioning and Performance Study for its Marketing Research Program. The successful consultant may be required to undertake other phases of the research program related to the development and implementation of research such as benchmarking analysis, competitor analysis and attitude tracking programs. ",CSIRO Communications National Branding,6162aa1fe1b7f5c73e6fdff8,"[('positioning study research', 0.5753), ('program successful consultant', 0.5418), ('tenders conduct national', 0.4827), ('analysis competitor', 0.4719), ('research program related', 0.5036)]",csiro,market,brand,perform," invites tenders to conduct a  national , positioning and  study for its   program. the successful consultant may be required to undertake other phases of the  program related to the development and implementation of  such as benchmarking analysis, competitor analysis and attitude tracking programs. . communications national ",research
41,DAFF04YRLC,Specialised educational services,"The Australian Government Department of Agriculture, Fisheries and Forestry is seeking tenders for the development, delivery, and evaluation of the Young Rural Leaders’ Course.",Young Rural Leaders` Course,6162aa1fe1b7f5c73e6fdff9,"[('fisheries forestry seeking', 0.5322), ('evaluation young young', 0.5267), ('australian government department', 0.5052), ('department agriculture fisheries', 0.51), ('seeking development', 0.437)]",tender,rural,leader,cours,"the australian government department of agriculture, fisheries and forestry is seeking  for the development, delivery, and evaluation of the   ’ ..  ` ",young
42,CON-G 195-2004,Specialised educational services,The Commonwealth is seeking a service provider with relevant training development and assessment experience and/or qualifications in a competency-based training environment.,Development and Delivery of the Militray Communications Program (MCP),6162aa1fe1b7f5c73e6fdffa,"[('commonwealth seeking service', 0.6634), ('delivery program mcp', 0.5212), ('experience qualifications based', 0.5045), ('seeking service provider', 0.5452), ('commonwealth seeking', 0.5948)]",commun,militray,compet,train,the commonwealth is  a service provider with relevant  development and assessment experience and/or qualifications in a -based  environment..development and delivery of the   program (mcp),seek
43,DCON/04/126,Environmental Services,"The Department of Communications, Information Technology and the Arts invites suitably qualified consultants to submit a proposal for Provision of occasional heritage and conservation advice to Old Parliament House (OPH).",REQUEST FOR TENDER NO.DCON/04/126,6162aa1fe1b7f5c73e6fdffb,"[('conservation advice old', 0.5605), ('consultants submit proposal', 0.5356), ('old request tender', 0.4836), ('technology arts invites', 0.3998), ('department communications information', 0.3712)]",hous,oph,heritag,parliament,"the department of communications, information technology and the arts invites suitably qualified consultants to submit a proposal for provision of occasional  and conservation advice to    ()..request for tender no.dcon/04/126",old
44,COOD/1499/2/0003,Engineering and Research and Technology Based Services,Product Lifecycle And Common Maintenance Management Systems.,Product Lifecycle And Common Maintenance Management Systems.,6162aa1fe1b7f5c73e6fdffc,"[('product common', 0.8691), ('common product', 0.8643), ('common product common', 0.8446), ('product common product', 0.8423), ('common', 0.6319)]",mainten,lifecycl,manag,system,product  and    ..product  and    .,common
45,E1-203353,Education and Training Services,Forward Deployable Biological Agent Analysis Capability,Forward Deployable Biological Agent Analysis Capability,6162aa1fe1b7f5c73e6fdffd,"[('analysis capability', 0.9617), ('analysis capability analysis', 0.8979), ('capability analysis capability', 0.8433), ('capability analysis', 0.7735), ('capability', 0.6628)]",biolog,agent,deploy,forward,    analysis .    analysis ,capabl
46,RFT019-HQ04,Specialised educational services,Communication and Information Systems Technology Trends Training,Subject Four Sergeant ECN 405 Technology Module and ECN 405 Manager Telecommunicatins Systems Update Course for the Defence Force School of Signals,6162aa1fe1b7f5c73e6fdffe,"[('training subject sergeant', 0.6427), ('communication information trends', 0.5984), ('telecommunicatins update course', 0.5796), ('information trends training', 0.5751), ('school signals', 0.4413)]",technolog,405,ecn,system,communication and information   trends .subject four sergeant    module and   manager telecommunicatins  update course for the defence force school of signals,train
47,RFT022-HQ04,Specialised educational services,"This project seeks to use a Defence Contractor to provide Illustrator Reprographic training to selected corporals and sergeants, as a component of their trade and promotion training for the School of Military Engineering.",Provision of Illustrator Reprographic Trade Training,6162aa1fe1b7f5c73e6fdfff,"[('corporals sergeants', 0.6898), ('school military engineering', 0.6232), ('provide selected corporals', 0.6825), ('promotion school military', 0.6372), ('corporals sergeants component', 0.6815)]",reprograph,train,illustr,contractor,"this project seeks to use a defence  to provide    to selected  and sergeants, as a component of their trade and promotion  for the school of military engineering..provision of   trade ",corpor
48,APCM 132.04,Specialised educational services,Professional Development and Education Services to be provided under a Deed of Agreement.,ATO - Professional Development & Education Services,6162aa1fe1b7f5c73e6fe000,"[('agreement education services', 0.7378), ('education services provided', 0.7233), ('provided agreement education', 0.7071), ('services provided agreement', 0.6597), ('education services', 0.6654)]",profession,ato,develop,deed,  and  services to be provided under a  of agreement.. -   &  services,educ
49,RFTS04/0781,Management advisory services,Centrelink seeks tenders from suitably qualified organisations to provide cultural mapping service to its offices across Australia.  Centrelink seeks to engage a consultant for a three year period under a standing offer arrangement. ,Request for tender for provision of cultural mapping service,6162aa1fe1b7f5c73e6fe001,"[('request tender provision', 0.6929), ('australia engage consultant', 0.5776), ('tenders suitably qualified', 0.6425), ('arrangement request tender', 0.6735), ('tender provision service', 0.6883)]",centrelink,cultur,map,seek,   from suitably qualified organisations to provide   service to its offices across australia.    to engage a consultant for a three year period under a standing offer arrangement. .request for  for provision of   service,tender
50,DCA 014/2004,Education and Training Services,"        A project to raise awareness about  Indigenous Intellectual Property has been developed by the Cultural Ministers’  Council, as part of the Council of Australian Governments’ (COAG)  Reconciliation Framework. The project recognises Indigenous people as the  custodians of their cultural heritage and promotes greater respect and  responsibility in the dissemination of Indigenous stories, art works and  cultural knowledge. The project will educate people about copyright and moral  rights that apply to the publication and reproduction of Indigenous cultural  expressions. It will also improve understandings between commercial business  operators and Indigenous communities.             ",Development of an Indigenous Intellectual Property Toolkit for the Cultural Ministers’ Council,6162aa1fe1b7f5c73e6fe002,"[('intellectual toolkit ministers', 0.5709), ('educate people copyright', 0.4966), ('governments coag reconciliation', 0.4842), ('project raise awareness', 0.4244), ('respect responsibility dissemination', 0.4383)]",indigen,properti,cultur,council,"        a project to raise awareness about     has been developed by the  ministers’  , as part of the  of australian governments’ (coag)  reconciliation framework. the project recognises  people as the  custodians of their  heritage and promotes greater respect and  responsibility in the dissemination of  stories, art works and   knowledge. the project will educate people about copyright and moral  rights that apply to the publication and reproduction of    expressions. it will also improve understandings between commercial business  operators and  communities.             .development of an    toolkit for the  ministers’ ",intellectu
51,RFTS04/0806,Specialised educational services,Development of Self Paced Learning and Assessment Resources on a Standing Offer Arrangement,Provision of Services to Develop Self Paced Learning and Assessment Resources on a Standing Offer Arrangement,6162aa1fe1b7f5c73e6fe003,"[('self resources offer', 0.7085), ('offer arrangement provision', 0.6317), ('resources offer arrangement', 0.7076), ('services develop self', 0.6253), ('development self resources', 0.648)]",pace,assess,learn,stand,development of self   and   on a  offer arrangement.provision of services to develop self   and   on a  offer arrangement,resourc
52,RFT 2004/1076317/1,Specialised educational services,"Develop curricula and associated courseware, then deliver training to Air Force Safety Advisers and Safety Coordinators.",Provision of services to develop and deliver Occupational Health and Safety courses,6162aa1fe1b7f5c73e6fe004,"[('advisers coordinators provision', 0.6175), ('develop health courses', 0.5821), ('associated courseware training', 0.5682), ('services develop', 0.5164), ('develop curricula associated', 0.5289)]",safeti,air,occup,deliv," curricula and associated courseware, then  training to  force  advisers and  coordinators..provision of services to  and   health and  courses",develop
53,053/0405,Management advisory services,Provision of Management Services for the Relocation of Staff and Equipment,Provision of Management Services for the Relocation of Staff and Equipment,6162aa1fe1b7f5c73e6fe005,"[('management provision', 0.7513), ('management provision management', 0.6833), ('provision management provision', 0.6396), ('provision management', 0.6131), ('provision', 0.5665)]",reloc,equip,staff,servic, of management  for the  of  and . of management  for the  of  and ,provis
54,APCM 28.05,Management advisory services,Provision of Complex Academic Research Services for the Tax Office.,Provision of Complex Academic Research Services for the Tax Office.,6162aa1fe1b7f5c73e6fe006,"[('tax office services', 0.7709), ('services tax office', 0.7528), ('services tax', 0.6666), ('office services tax', 0.6431), ('tax office', 0.6592)]",academ,research,complex,provis, of    services for the  office.. of    services for the  office.,tax
55,APCM 104.03.10,Management advisory services,Performance Audit - Fraud Planning.,ATO –Performance Audit – Fraud Planning process,6162aa1fe1b7f5c73e6fe007,"[('ato process', 0.9228), ('ato', 0.7313), ('process', 0.5383)]",fraud,audit,perform,plan,  -  .. –  –   process,ato
56,APCM 104.03.09,Management advisory services,Performance Audit Strategic IT Governance,ATO –Performance Audit Strategic IT Governance,6162aa1fe1b7f5c73e6fe008,"[('ato', 0.76)]",strateg,govern,audit,perform,   it . –   it ,ato
57,IA04/00498,Education and Training Services,Invest Australia - the Australian Government`s inward investment agency - is seeking to appoint a training provider to develop and deliver the Winning Investment for Australia training program.   ,Training Program - Winning Investment for Australia,6162aa1fe1b7f5c73e6fe009,"[('invest inward agency', 0.6653), ('deliver winning program', 0.5819), ('seeking appoint provider', 0.5145), ('agency seeking', 0.4948), ('agency seeking appoint', 0.5293)]",australia,invest,train,govern,invest  - the n `s inward   - is seeking to appoint a  provider to develop and deliver the winning  for   program.   . program - winning  for ,agenc
