tag,division,weight
arab,OTHERS(IRRELEVANT),1.0
arbitration,LAW AND LEGAL STUDIES,1.0
archaeology,HISTORY AND ARCHAEOLOGY,1.0
architect,BUILT ENVIRONMENT AND DESIGN,1.0
architecture,BUILT ENVIRONMENT AND DESIGN,1.0
area under curve,MATHEMATICAL,0.5
area under curve,OTHERS(RELEVANT),0.5
arid zones,BIOLOGICAL,0.5
arid zones,EARTH,0.5
arsenic,PHYSICAL,1.0
arsenobetaine,PHYSICAL,1.0
arsenosugar,CHEMICAL,1.0
art,STUDIES IN CREATIVE ARTS AND WRITING,1.0
artefact,HISTORY AND ARCHAEOLOGY,0.4064303392333585
artefact,"LANGUAGE, COMMUNICATION AND CULTURE",0.281870857796981
artefact,STUDIES IN CREATIVE ARTS AND WRITING,0.3116988029696604
arthritis,BIOLOGICAL,0.047182767278387605
arthritis,MEDICAL AND HEALTH,0.905434267142111
arthritis,PSYCHOLOGY AND COGNITIVE SCIENCES,0.04738296557950135
articular range of motion,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
artifact,HISTORY AND ARCHAEOLOGY,0.5
artifact,STUDIES IN CREATIVE ARTS AND WRITING,0.5
artificial intelligence,BIOLOGICAL,0.3204243648731509
artificial intelligence,INFORMATION AND COMPUTING,0.3817174009454091
artificial intelligence,MEDICAL AND HEALTH,0.29785823418144
artist,STUDIES IN CREATIVE ARTS AND WRITING,1.0
artwork,HISTORY AND ARCHAEOLOGY,0.27593176344461523
artwork,"LANGUAGE, COMMUNICATION AND CULTURE",0.1892168689869733
artwork,STUDIES IN CREATIVE ARTS AND WRITING,0.5348513675684115
asd,CHEMICAL,1.0
asia,OTHERS(IRRELEVANT),1.0
aspirin,BIOLOGICAL,0.41161840777115577
aspirin,CHEMICAL,0.21705843280773007
aspirin,MEDICAL AND HEALTH,0.37132315942111427
assault,MEDICAL AND HEALTH,0.1205326219147544
assault,PSYCHOLOGY AND COGNITIVE SCIENCES,0.8794673780852456
assay,BIOLOGICAL,1.0
assays,BIOLOGICAL,1.0
assemblages,OTHERS(RELEVANT),1.0
assets,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.47154321128389454
assets,ECONOMICS,0.5284567887161055
assistance,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
assistance,OTHERS(IRRELEVANT),0.5
assistant,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
assistant,OTHERS(IRRELEVANT),0.5
asthma,MEDICAL AND HEALTH,1.0
asylum seeker,OTHERS(IRRELEVANT),1.0
asymmetry,MATHEMATICAL,1.0
athlete,MEDICAL AND HEALTH,1.0
athletes,EDUCATION,1.0
athletic injuries,MEDICAL AND HEALTH,1.0
athletic performance,EDUCATION,0.5
athletic performance,MEDICAL AND HEALTH,0.5
atropine,MEDICAL AND HEALTH,0.9287698687546508
atropine,PSYCHOLOGY AND COGNITIVE SCIENCES,0.0712301312453492
attack,TECHNOLOGY,1.0
attention capture,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
attitude to health,MEDICAL AND HEALTH,0.5
attitude to health,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
attribute,INFORMATION AND COMPUTING,1.0
auckland,OTHERS(IRRELEVANT),1.0
audit,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.471516489083752
audit,ECONOMICS,0.5284835109162479
australasia,OTHERS(IRRELEVANT),1.0
australian capital territory,OTHERS(IRRELEVANT),1.0
authentication,INFORMATION AND COMPUTING,1.0
authenticity,OTHERS(IRRELEVANT),1.0
authority,OTHERS(IRRELEVANT),0.5
authority,STUDIES IN HUMAN SOCIETY,0.5
autism spectrum disorder,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
autistic disorder,MEDICAL AND HEALTH,1.0
automation,ENGINEERING,0.5
automation,TECHNOLOGY,0.5
automobiles,ENGINEERING,1.0
autonomic nervous system,BIOLOGICAL,1.0
autonomy,HISTORY AND ARCHAEOLOGY,0.5
autonomy,LAW AND LEGAL STUDIES,0.5
availability,OTHERS(RELEVANT),1.0
aviation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
baby,MEDICAL AND HEALTH,1.0
bachelor,OTHERS(IRRELEVANT),1.0
back,BIOLOGICAL,1.0
bacteria,BIOLOGICAL,1.0
bacterial artificial chromosomes,BIOLOGICAL,1.0
bangladesh,OTHERS(IRRELEVANT),1.0
bank,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.22923076628423406
bank,ECONOMICS,0.7707692337157659
banking,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.47154321128389454
banking,ECONOMICS,0.5284567887161055
banking industry,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
banking sector,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
basal metabolism,MEDICAL AND HEALTH,1.0
basin,EARTH,1.0
basins,EARTH,1.0
basketball,OTHERS(IRRELEVANT),1.0
beetle,ENVIRONMENTAL,1.0
behavioral,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
benchmarking,OTHERS(IRRELEVANT),1.0
bereavement,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
best practice,OTHERS(IRRELEVANT),1.0
beverages,ENGINEERING,1.0
big data,INFORMATION AND COMPUTING,1.0
bill,ECONOMICS,1.0
bioaccumulation,BIOLOGICAL,0.5
bioaccumulation,TECHNOLOGY,0.5
biodiversity,ENVIRONMENTAL,1.0
biogeography,BIOLOGICAL,0.3333333333333333
biogeography,EARTH,0.3333333333333333
biogeography,ENVIRONMENTAL,0.3333333333333333
biological assessment,BIOLOGICAL,0.5
biological assessment,TECHNOLOGY,0.5
biological control,BIOLOGICAL,0.5
biological control,TECHNOLOGY,0.5
biomarkers,BIOLOGICAL,1.0
biomechanical phenomena,BIOLOGICAL,0.5
biomechanical phenomena,TECHNOLOGY,0.5
biometrics,BIOLOGICAL,1.0
biosecurity,ENVIRONMENTAL,1.0
biota,EARTH,1.0
bird,BIOLOGICAL,1.0
birds,BIOLOGICAL,1.0
bitcoin,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.47150758168370444
bitcoin,ECONOMICS,0.5284746035162006
bitcoin,INFORMATION AND COMPUTING,1.7814800095001787e-05
bivalve,AGRICULTURAL AND VETERINARY,1.0
bivalvia,BIOLOGICAL,0.5
bivalvia,TECHNOLOGY,0.5
blended learning,INFORMATION AND COMPUTING,1.0
blindness,MEDICAL AND HEALTH,1.0
blockchain,INFORMATION AND COMPUTING,1.0
blogging,INFORMATION AND COMPUTING,0.5
blogging,STUDIES IN CREATIVE ARTS AND WRITING,0.5
blood,BIOLOGICAL,0.41161840777115577
blood,CHEMICAL,0.21705843280773007
blood,MEDICAL AND HEALTH,0.37132315942111427
blood flow velocity,MEDICAL AND HEALTH,1.0
blood glucose,BIOLOGICAL,0.07094021349798639
blood glucose,MEDICAL AND HEALTH,0.9290597865020136
blood platelets,MEDICAL AND HEALTH,1.0
blood pressure,MEDICAL AND HEALTH,1.0
blood vessels,MEDICAL AND HEALTH,1.0
body composition,MEDICAL AND HEALTH,0.4689927468110482
body composition,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5310072531889518
body condition,MEDICAL AND HEALTH,1.0
body image,MEDICAL AND HEALTH,1.0
body mass,MEDICAL AND HEALTH,1.0
body mass index,BIOLOGICAL,0.5
body mass index,MEDICAL AND HEALTH,0.5
body size,BIOLOGICAL,0.5
body size,MEDICAL AND HEALTH,0.5
body weight,MEDICAL AND HEALTH,1.0
body weight changes,MEDICAL AND HEALTH,1.0
bone and bones,MEDICAL AND HEALTH,1.0
bone density,BIOLOGICAL,0.5
bone density,MEDICAL AND HEALTH,0.5
book,OTHERS(IRRELEVANT),1.0
book review,STUDIES IN CREATIVE ARTS AND WRITING,1.0
border,EARTH,0.3333333333333333
border,ENVIRONMENTAL,0.3333333333333333
border,STUDIES IN HUMAN SOCIETY,0.3333333333333333
brain,MEDICAL AND HEALTH,1.0
brain computer interface,INFORMATION AND COMPUTING,1.0
brazil,OTHERS(IRRELEVANT),1.0
breast,MEDICAL AND HEALTH,1.0
breast feeding,MEDICAL AND HEALTH,1.0
breast neoplasms,MEDICAL AND HEALTH,1.0
breeding,AGRICULTURAL AND VETERINARY,0.5
breeding,BIOLOGICAL,0.5
broadcast,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
broadcast,TECHNOLOGY,0.5
broadcaster,TECHNOLOGY,1.0
broadcasting,TECHNOLOGY,1.0
budget,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.22923076406900986
budget,ECONOMICS,0.7707692359309901
buffers,OTHERS(IRRELEVANT),1.0
building,BUILT ENVIRONMENT AND DESIGN,1.0
built environment,BUILT ENVIRONMENT AND DESIGN,1.0
bullying,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
bullying,STUDIES IN HUMAN SOCIETY,0.5
burden,OTHERS(IRRELEVANT),1.0
bureaucracy,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
bureaucracy,STUDIES IN HUMAN SOCIETY,0.5
bushfire,EARTH,1.0
cacodylic acid,BIOLOGICAL,0.3333333333333333
cacodylic acid,CHEMICAL,0.3333333333333333
cacodylic acid,MEDICAL AND HEALTH,0.3333333333333333
calcium,CHEMICAL,1.0
camera,ENGINEERING,1.0
cameras,ENGINEERING,1.0
campaign,HISTORY AND ARCHAEOLOGY,0.413634941652083
campaign,"LANGUAGE, COMMUNICATION AND CULTURE",0.11243766657502845
campaign,LAW AND LEGAL STUDIES,0.2453839923411434
campaign,STUDIES IN CREATIVE ARTS AND WRITING,1.4554220185031703e-06
campaign,STUDIES IN HUMAN SOCIETY,0.22854194400972658
canada,OTHERS(IRRELEVANT),1.0
canaries,BIOLOGICAL,1.0
canberra,OTHERS(IRRELEVANT),1.0
cancer survivors,MEDICAL AND HEALTH,1.0
candidacy,MEDICAL AND HEALTH,1.0
cannabis,BIOLOGICAL,1.0
canopy,AGRICULTURAL AND VETERINARY,1.0
capacity building,OTHERS(IRRELEVANT),1.0
capital city,STUDIES IN HUMAN SOCIETY,1.0
capitalist society,ECONOMICS,0.3333333333333333
capitalist society,HISTORY AND ARCHAEOLOGY,0.3333333333333333
capitalist society,LAW AND LEGAL STUDIES,0.3333333333333333
car,ENGINEERING,1.0
carbidopa,OTHERS(IRRELEVANT),1.0
carbohydrates,CHEMICAL,1.0
carbon,CHEMICAL,0.5
carbon,ENVIRONMENTAL,0.5
carbon monoxide,CHEMICAL,1.0
carbon sequestration,CHEMICAL,1.0
cardiac rehabilitation,MEDICAL AND HEALTH,1.0
cardiorespiratory fitness,MEDICAL AND HEALTH,1.0
cardiovascular diseases,MEDICAL AND HEALTH,1.0
care,STUDIES IN CREATIVE ARTS AND WRITING,0.7239263808010353
care,STUDIES IN HUMAN SOCIETY,0.2760736191989646
career,OTHERS(IRRELEVANT),1.0
career development,EDUCATION,1.0
caregiver,MEDICAL AND HEALTH,1.0
caregivers,MEDICAL AND HEALTH,1.0
case management,OTHERS(RELEVANT),1.0
case studies,OTHERS(RELEVANT),1.0
case-control studies,MEDICAL AND HEALTH,1.0
cash,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.4715189714194502
cash,ECONOMICS,0.5284810285805498
cash flow,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
catalysts,CHEMICAL,1.0
catchment,AGRICULTURAL AND VETERINARY,1.0
catchments,EARTH,0.5
catchments,ENVIRONMENTAL,0.5
cations,CHEMICAL,1.0
causality,OTHERS(RELEVANT),1.0
cause,OTHERS(IRRELEVANT),1.0
celebrity,"LANGUAGE, COMMUNICATION AND CULTURE",0.3333333333333333
celebrity,STUDIES IN CREATIVE ARTS AND WRITING,0.3333333333333333
celebrity,STUDIES IN HUMAN SOCIETY,0.3333333333333333
cell death,BIOLOGICAL,1.0
cell phone,ENGINEERING,0.5
cell phone,TECHNOLOGY,0.5
cell phone use,TECHNOLOGY,1.0
cells,BIOLOGICAL,1.0
cellular networks,TECHNOLOGY,1.0
cellular telephones,TECHNOLOGY,1.0
census,STUDIES IN HUMAN SOCIETY,1.0
censuses,STUDIES IN HUMAN SOCIETY,1.0
cerebrovascular circulation,MEDICAL AND HEALTH,1.0
certification,OTHERS(IRRELEVANT),1.0
cesarean section,MEDICAL AND HEALTH,1.0
chapbook,OTHERS(IRRELEVANT),1.0
checklist,OTHERS(IRRELEVANT),1.0
cheese,ENGINEERING,0.5
cheese,TECHNOLOGY,0.5
cheeses,MEDICAL AND HEALTH,1.0
chelidae,AGRICULTURAL AND VETERINARY,1.0
chemical analysis,CHEMICAL,1.0
chemistry,CHEMICAL,1.0
cherax destructor,MATHEMATICAL,1.0
chickens,AGRICULTURAL AND VETERINARY,1.0
child,BIOLOGICAL,1.0
child abuse,STUDIES IN HUMAN SOCIETY,1.0
child behavior,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
child care,MEDICAL AND HEALTH,1.0
child custody,STUDIES IN HUMAN SOCIETY,1.0
child development,EDUCATION,1.0
child health,MEDICAL AND HEALTH,1.0
child protection,MEDICAL AND HEALTH,1.0
childhood,BIOLOGICAL,1.0
china,EARTH,1.0
choice behavior,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
chromosome,BIOLOGICAL,1.0
chromosome mapping,BIOLOGICAL,0.3333333333333333
chromosome mapping,MEDICAL AND HEALTH,0.3333333333333333
chromosome mapping,TECHNOLOGY,0.3333333333333333
chromosomes,BIOLOGICAL,1.0
chronic disease,MEDICAL AND HEALTH,1.0
chronic diseases,MEDICAL AND HEALTH,1.0
chronic illness,MEDICAL AND HEALTH,1.0
chronic kidney failure,MEDICAL AND HEALTH,1.0
chronic obstructive pulmonary disease,MEDICAL AND HEALTH,1.0
chronic pain,MEDICAL AND HEALTH,1.0
citizen,STUDIES IN HUMAN SOCIETY,1.0
citizens' participation,STUDIES IN HUMAN SOCIETY,1.0
citizenship,STUDIES IN HUMAN SOCIETY,1.0
city,BUILT ENVIRONMENT AND DESIGN,1.0
city center,BUILT ENVIRONMENT AND DESIGN,0.3333333333333333
city center,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.3333333333333333
city center,STUDIES IN HUMAN SOCIETY,0.3333333333333333
city planning,BUILT ENVIRONMENT AND DESIGN,1.0
civil society,STUDIES IN HUMAN SOCIETY,1.0
classifiers,OTHERS(IRRELEVANT),1.0
classroom,EDUCATION,1.0
clay,PHYSICAL,1.0
clergy,MEDICAL AND HEALTH,1.0
climate,EARTH,0.5
climate,ENVIRONMENTAL,0.5
climate change,EARTH,0.5
climate change,ENVIRONMENTAL,0.5
climate change adaptation,ENVIRONMENTAL,1.0
climate policy,ENVIRONMENTAL,0.5
climate policy,STUDIES IN HUMAN SOCIETY,0.5
clinical competence,MEDICAL AND HEALTH,0.5
clinical competence,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
clinical practice,MEDICAL AND HEALTH,1.0
clinical studies,MEDICAL AND HEALTH,0.5
clinical studies,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
clinical trials,MEDICAL AND HEALTH,1.0
clinician,MEDICAL AND HEALTH,1.0
clone cells,BIOLOGICAL,1.0
clothing,ENGINEERING,1.0
cloud computing,INFORMATION AND COMPUTING,0.5
cloud computing,TECHNOLOGY,0.5
cluster analysis,INFORMATION AND COMPUTING,1.0
co-creation,OTHERS(IRRELEVANT),1.0
coach,EDUCATION,1.0
coaching,OTHERS(IRRELEVANT),1.0
coal,EARTH,1.0
coalition,OTHERS(IRRELEVANT),1.0
coast,EARTH,1.0
coding,BIOLOGICAL,0.5
coding,INFORMATION AND COMPUTING,0.5
cognition,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
cognitive ability,MEDICAL AND HEALTH,1.0
cognitive behavioral therapy,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
cognitive dysfunction,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
cognitive impairment,MEDICAL AND HEALTH,0.5
cognitive impairment,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
cohort,OTHERS(IRRELEVANT),1.0
cohort studies,OTHERS(RELEVANT),1.0
cold temperature,OTHERS(RELEVANT),1.0
collective behavior,BIOLOGICAL,0.5
collective behavior,STUDIES IN HUMAN SOCIETY,0.5
collective decision,STUDIES IN HUMAN SOCIETY,1.0
colonization,HISTORY AND ARCHAEOLOGY,1.0
color,OTHERS(IRRELEVANT),1.0
colorectal neoplasms,MEDICAL AND HEALTH,1.0
commitment,OTHERS(IRRELEVANT),1.0
commodity,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.471516489083752
commodity,ECONOMICS,0.5284835109162479
common cold,MEDICAL AND HEALTH,1.0
commonwealth,OTHERS(IRRELEVANT),0.5
commonwealth,STUDIES IN HUMAN SOCIETY,0.5
commonwealth of nations,OTHERS(IRRELEVANT),1.0
communicable diseases,BIOLOGICAL,0.17053172563952582
communicable diseases,MEDICAL AND HEALTH,0.38757431957897515
