id,tag_type,tag,weight
UC_61585aa8d7b0c43ebd7551e2,project_key,young adult,0.14
UC_61585aa8d7b0c43ebd7551e2,project_key,degenerative myopia,0.14
UC_61585aa8d7b0c43ebd7551e2,project_key,dopamine d1 receptors,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,light,0.63
UC_61585aa8d7b0c43ebd7551e2,project_key,ecopipam,0.21
UC_61585aa8d7b0c43ebd7551e2,project_key,retina,0.71
UC_61585aa8d7b0c43ebd7551e2,project_key,caste,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,honeybee,0.99
UC_61585aa8d7b0c43ebd7551e2,project_key,bees,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,bee,0.83
UC_61585aa8d7b0c43ebd7551e2,project_key,methylation,0.8
UC_61585aa8d7b0c43ebd7551e2,project_key,swainsonine,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,mannosidases,0.99
UC_61585aa8d7b0c43ebd7551e2,project_key,swainsonine,0.91
UC_61585aa8d7b0c43ebd7551e2,project_key,mannosidases,0.86
UC_61585aa8d7b0c43ebd7551e2,project_key,vision disorders,0.99
UC_61585aa8d7b0c43ebd7551e2,project_key,antioxidants,0.67
UC_61585aa8d7b0c43ebd7551e2,project_key,neurotransmitter agents,0.38
UC_61585aa8d7b0c43ebd7551e2,project_key,tupaiidae,0.2
UC_61585aa8d7b0c43ebd7551e2,project_key,honey,0.99
UC_61585aa8d7b0c43ebd7551e2,project_key,social class,0.7
UC_61585aa8d7b0c43ebd7551e2,project_key,micrornas,0.64
UC_61585aa8d7b0c43ebd7551e2,project_key,genome,0.2
UC_61585aa8d7b0c43ebd7551e2,project_key,f 4,0.15
UC_61585aa8d7b0c43ebd7551e2,project_key,direction compound,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,messenger rna,0.78
UC_61585aa8d7b0c43ebd7551e2,project_key,animal model,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,nonhuman primate,0.11
UC_61585aa8d7b0c43ebd7551e2,project_key,plasticity,0.1
UC_61585aa8d7b0c43ebd7551e2,project_key,pathway,0.08
UC_61585aa8d7b0c43ebd7551e2,project_key,research personnel,0.63
UC_61585aa8d7b0c43ebd7551e2,project_key,dopamine d2 receptor antagonists,0.26
UC_61585aa8d7b0c43ebd7551e2,project_key,refractive errors,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,proteomics,0.79
UC_61585aa8d7b0c43ebd7551e2,project_key,glucagon,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,rna,0.71
UC_61585aa8d7b0c43ebd7551e2,project_key,crystallins,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,amacrine cells,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,crystalline lens,0.47
UC_61585aa8d7b0c43ebd7551e2,project_key,gene expression,0.45
UC_61585aa8d7b0c43ebd7551e2,project_key,genes,0.3
UC_61585aa8d7b0c43ebd7551e2,project_key,dopamine antagonists,0.36
UC_61585aa8d7b0c43ebd7551e2,project_key,sunlight,0.27
UC_61585aa8d7b0c43ebd7551e2,project_key,withholding treatment,0.13
UC_61585aa8d7b0c43ebd7551e2,project_key,muscarinic antagonists,1.0
UC_61585aa8d7b0c43ebd7551e2,project_key,dopamine agonists,0.92
UC_61585ab1d7b0c43ebd7551e3,project_key,social presence,1.0
UC_61585ab1d7b0c43ebd7551e3,project_key,self-service technology,1.0
UC_61585ab1d7b0c43ebd7551e3,project_key,travel,0.66
UC_61585ab1d7b0c43ebd7551e3,project_key,service provider,0.59
UC_61585ab1d7b0c43ebd7551e3,project_key,costs,0.56
UC_61585ab1d7b0c43ebd7551e3,project_key,services,0.46
UC_61585ab1d7b0c43ebd7551e3,project_key,web sites,0.44
UC_61585ab1d7b0c43ebd7551e3,project_key,service encounter,0.43
UC_61585ab1d7b0c43ebd7551e3,project_key,service employees,0.42
UC_61585ab1d7b0c43ebd7551e3,project_key,interaction,0.4
UC_61585abdd7b0c43ebd7551e4,project_key,systematic reviews,1.0
UC_61585abdd7b0c43ebd7551e4,project_key,midwifery,0.89
UC_61585abdd7b0c43ebd7551e4,project_key,workforce,0.42
UC_61585abdd7b0c43ebd7551e4,project_key,safety,0.38
UC_61585abdd7b0c43ebd7551e4,project_key,women's health services,0.36
UC_61585abdd7b0c43ebd7551e4,project_key,self report,0.78
UC_61585abdd7b0c43ebd7551e4,project_key,principal component analysis,0.13
UC_61585abdd7b0c43ebd7551e4,project_key,new zealand,0.13
UC_61585abdd7b0c43ebd7551e4,project_key,job satisfaction,1.0
UC_61585abdd7b0c43ebd7551e4,project_key,continuity of patient care,0.97
UC_61585abdd7b0c43ebd7551e4,project_key,hand,0.63
UC_61585abdd7b0c43ebd7551e4,project_key,students,0.34
UC_61585abdd7b0c43ebd7551e4,project_key,curriculum,0.87
UC_61585abdd7b0c43ebd7551e4,project_key,learning,0.32
UC_61585abdd7b0c43ebd7551e4,project_key,accreditation,0.19
UC_61585abdd7b0c43ebd7551e4,project_key,infant health,1.0
UC_61585abdd7b0c43ebd7551e4,project_key,united nations,1.0
UC_61585abdd7b0c43ebd7551e4,project_key,interviews,0.27
UC_61585abdd7b0c43ebd7551e4,project_key,breast feeding,1.0
UC_61585abdd7b0c43ebd7551e4,project_key,subcutaneous infusions,1.0
UC_61585abdd7b0c43ebd7551e4,project_key,type 1 diabetes mellitus,0.68
UC_61585abdd7b0c43ebd7551e4,project_key,insulin,0.51
UC_61585abdd7b0c43ebd7551e4,project_key,therapeutics,0.12
UC_61585abdd7b0c43ebd7551e4,project_key,consciousness,0.08
UC_61585abdd7b0c43ebd7551e4,project_key,practice (psychology),0.92
UC_61585abdd7b0c43ebd7551e4,project_key,education,0.56
UC_61585abdd7b0c43ebd7551e4,project_key,health,0.3
UC_61585abdd7b0c43ebd7551e4,project_key,infant,0.18
UC_61585abdd7b0c43ebd7551e4,project_key,health,0.12
UC_61585abdd7b0c43ebd7551e4,project_key,stakeholder,0.15
UC_61585abdd7b0c43ebd7551e4,project_key,walking,0.77
UC_61585abdd7b0c43ebd7551e4,project_key,global health,0.14
UC_61585abdd7b0c43ebd7551e4,project_key,health promotion,0.14
UC_61585abdd7b0c43ebd7551e4,project_key,motivation,0.11
UC_61585abdd7b0c43ebd7551e4,project_key,federal government,0.27
UC_61585abdd7b0c43ebd7551e4,project_key,nutrition policy,0.26
UC_61585abdd7b0c43ebd7551e4,project_key,volunteers,0.17
UC_61585abdd7b0c43ebd7551e4,project_key,infant care,0.16
UC_61585abdd7b0c43ebd7551e4,project_key,libraries,0.11
UC_61585abdd7b0c43ebd7551e4,project_key,nursing,0.1
UC_61585abdd7b0c43ebd7551e4,project_key,translational medical research,0.93
UC_61585abdd7b0c43ebd7551e4,project_key,health policy,0.13
UC_61585abdd7b0c43ebd7551e4,project_key,intimate partner violence,1.0
UC_61585abdd7b0c43ebd7551e4,project_key,pregnancy,0.46
UC_61585abdd7b0c43ebd7551e4,project_key,administrative personnel,0.81
UC_61585abdd7b0c43ebd7551e4,project_key,delivery of health care,0.5
UC_61585abdd7b0c43ebd7551e4,project_key,policy making,0.19
UC_61585abdd7b0c43ebd7551e4,project_key,civil rights,0.6
UC_61585abdd7b0c43ebd7551e4,project_key,posters,0.11
UC_61585abdd7b0c43ebd7551e4,project_key,evaluation studies,0.08
UC_61585abdd7b0c43ebd7551e4,project_key,income,0.07
UC_61585abdd7b0c43ebd7551e4,project_key,health facilities,0.29
UC_61585abdd7b0c43ebd7551e4,project_key,conflict (psychology),0.27
UC_61585acfd7b0c43ebd7551e5,project_key,political participation,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,protest,0.91
UC_61585acfd7b0c43ebd7551e5,project_key,participation,0.52
UC_61585acfd7b0c43ebd7551e5,project_key,deliberative democracy,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,deliberation,0.19
UC_61585acfd7b0c43ebd7551e5,project_key,speaking,0.6
UC_61585acfd7b0c43ebd7551e5,project_key,disinformation,0.4
UC_61585acfd7b0c43ebd7551e5,project_key,normalization,0.28
UC_61585acfd7b0c43ebd7551e5,project_key,polarization,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,empirical research,0.22
UC_61585acfd7b0c43ebd7551e5,project_key,emergency,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,democracy,0.58
UC_61585acfd7b0c43ebd7551e5,project_key,democracy,0.18
UC_61585acfd7b0c43ebd7551e5,project_key,institutional infrastructure,0.28
UC_61585acfd7b0c43ebd7551e5,project_key,state of emergency,0.28
UC_61585acfd7b0c43ebd7551e5,project_key,public health,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,fluxes,0.67
UC_61585acfd7b0c43ebd7551e5,project_key,participatory democracy,0.29
UC_61585acfd7b0c43ebd7551e5,project_key,postal service,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,democratic institutions,0.87
UC_61585acfd7b0c43ebd7551e5,project_key,authoritarianism,0.74
UC_61585acfd7b0c43ebd7551e5,project_key,presidential election,0.7
UC_61585acfd7b0c43ebd7551e5,project_key,integrity,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,representative democracy,0.6
UC_61585acfd7b0c43ebd7551e5,project_key,reform,0.68
UC_61585acfd7b0c43ebd7551e5,project_key,communication,0.42
UC_61585acfd7b0c43ebd7551e5,project_key,inclusion,0.55
UC_61585acfd7b0c43ebd7551e5,project_key,non-verbal communication,0.33
UC_61585acfd7b0c43ebd7551e5,project_key,interpretation,0.22
UC_61585acfd7b0c43ebd7551e5,project_key,roundtable discussion,0.74
UC_61585acfd7b0c43ebd7551e5,project_key,hamburg,0.68
UC_61585acfd7b0c43ebd7551e5,project_key,policy studies,0.23
UC_61585acfd7b0c43ebd7551e5,project_key,politician,0.48
UC_61585acfd7b0c43ebd7551e5,project_key,policymaker,0.47
UC_61585acfd7b0c43ebd7551e5,project_key,democratic theory,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,interconnection,0.56
UC_61585acfd7b0c43ebd7551e5,project_key,opinion formation,0.38
UC_61585acfd7b0c43ebd7551e5,project_key,neoliberalism,0.98
UC_61585acfd7b0c43ebd7551e5,project_key,research articles,0.94
UC_61585acfd7b0c43ebd7551e5,project_key,book review,0.91
UC_61585acfd7b0c43ebd7551e5,project_key,working through,0.87
UC_61585acfd7b0c43ebd7551e5,project_key,citizen,0.16
UC_61585acfd7b0c43ebd7551e5,project_key,public,0.7
UC_61585acfd7b0c43ebd7551e5,project_key,enclave,0.41
UC_61585acfd7b0c43ebd7551e5,project_key,politics,0.68
UC_61585acfd7b0c43ebd7551e5,project_key,policy making,0.18
UC_61585acfd7b0c43ebd7551e5,project_key,turkey,0.52
UC_61585acfd7b0c43ebd7551e5,project_key,brazil,0.78
UC_61585acfd7b0c43ebd7551e5,project_key,event,0.64
UC_61585acfd7b0c43ebd7551e5,project_key,cause,0.17
UC_61585acfd7b0c43ebd7551e5,project_key,collective decision,0.49
UC_61585acfd7b0c43ebd7551e5,project_key,crisis of democracy,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,pathway,0.52
UC_61585acfd7b0c43ebd7551e5,project_key,innovation,0.43
UC_61585acfd7b0c43ebd7551e5,project_key,coal,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,opposition,0.74
UC_61585acfd7b0c43ebd7551e5,project_key,emotion,0.69
UC_61585acfd7b0c43ebd7551e5,project_key,rural area,0.26
UC_61585acfd7b0c43ebd7551e5,project_key,coping,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,metaphor,0.56
UC_61585acfd7b0c43ebd7551e5,project_key,guarantee,0.56
UC_61585acfd7b0c43ebd7551e5,project_key,conversation,0.2
UC_61585acfd7b0c43ebd7551e5,project_key,time,0.52
UC_61585acfd7b0c43ebd7551e5,project_key,anger,0.88
UC_61585acfd7b0c43ebd7551e5,project_key,environmental issues,0.23
UC_61585acfd7b0c43ebd7551e5,project_key,farmer,0.2
UC_61585acfd7b0c43ebd7551e5,project_key,ontology,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,epistemology,0.99
UC_61585acfd7b0c43ebd7551e5,project_key,political science,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,textbook,0.59
UC_61585acfd7b0c43ebd7551e5,project_key,radicalism,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,multicultural society,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,communication,0.44
UC_61585acfd7b0c43ebd7551e5,project_key,radicalization,0.35
UC_61585acfd7b0c43ebd7551e5,project_key,pluralism,0.96
UC_61585acfd7b0c43ebd7551e5,project_key,honor,0.91
UC_61585acfd7b0c43ebd7551e5,project_key,research method,0.58
UC_61585acfd7b0c43ebd7551e5,project_key,social scientist,0.2
UC_61585acfd7b0c43ebd7551e5,project_key,normative theory,0.73
UC_61585acfd7b0c43ebd7551e5,project_key,peace process,0.94
UC_61585acfd7b0c43ebd7551e5,project_key,process analysis,0.24
UC_61585acfd7b0c43ebd7551e5,project_key,dismantling,0.24
UC_61585acfd7b0c43ebd7551e5,project_key,political decision making,0.51
UC_61585acfd7b0c43ebd7551e5,project_key,political decision,0.47
UC_61585acfd7b0c43ebd7551e5,project_key,community center,0.65
UC_61585acfd7b0c43ebd7551e5,project_key,organization and institution,0.62
UC_61585acfd7b0c43ebd7551e5,project_key,political institution,0.5
UC_61585acfd7b0c43ebd7551e5,project_key,environmental politics,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,dramaturgy,0.91
UC_61585acfd7b0c43ebd7551e5,project_key,social media,0.77
UC_61585acfd7b0c43ebd7551e5,project_key,empirical analysis,0.72
UC_61585acfd7b0c43ebd7551e5,project_key,qualitative method,0.96
UC_61585acfd7b0c43ebd7551e5,project_key,statistical method,0.38
UC_61585acfd7b0c43ebd7551e5,project_key,quantitative method,0.35
UC_61585acfd7b0c43ebd7551e5,project_key,examination,0.11
UC_61585acfd7b0c43ebd7551e5,project_key,cultural diversity,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,homicide,0.63
UC_61585acfd7b0c43ebd7551e5,project_key,germany,0.6
UC_61585acfd7b0c43ebd7551e5,project_key,protest movement,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,festival,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,aristotle,0.26
UC_61585acfd7b0c43ebd7551e5,project_key,aggregation,0.21
UC_61585acfd7b0c43ebd7551e5,project_key,rationality,0.19
UC_61585acfd7b0c43ebd7551e5,project_key,trend,0.49
UC_61585acfd7b0c43ebd7551e5,project_key,immigration,0.23
UC_61585acfd7b0c43ebd7551e5,project_key,society,0.07
UC_61585acfd7b0c43ebd7551e5,project_key,political movement,0.17
UC_61585acfd7b0c43ebd7551e5,project_key,internet,1.0
UC_61585acfd7b0c43ebd7551e5,project_key,promotion,0.39
UC_61585acfd7b0c43ebd7551e5,project_key,sociability,0.3
UC_61585acfd7b0c43ebd7551e5,project_key,political conflict,0.3
UC_61585acfd7b0c43ebd7551e5,project_key,erosion,0.28
UC_61585acfd7b0c43ebd7551e5,project_key,presumption,0.2
UC_61585acfd7b0c43ebd7551e5,project_key,social movements,0.25
UC_61585acfd7b0c43ebd7551e5,project_key,islamic discourse,0.82
UC_61585acfd7b0c43ebd7551e5,project_key,muslim societies,0.69
UC_61585acfd7b0c43ebd7551e5,project_key,longitudinal study,0.55
UC_61585acfd7b0c43ebd7551e5,project_key,discourse,0.51
UC_61585adfd7b0c43ebd7551e6,project_key,twenty-first century,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,global power,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,globalization,0.27
UC_61585adfd7b0c43ebd7551e6,project_key,leader,0.23
UC_61585adfd7b0c43ebd7551e6,project_key,present,0.2
UC_61585adfd7b0c43ebd7551e6,project_key,information warfare,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,great power,0.76
UC_61585adfd7b0c43ebd7551e6,project_key,resilience,0.29
UC_61585adfd7b0c43ebd7551e6,project_key,russia,0.73
UC_61585adfd7b0c43ebd7551e6,project_key,regime,0.24
UC_61585adfd7b0c43ebd7551e6,project_key,echr,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,public health,0.6
UC_61585adfd7b0c43ebd7551e6,project_key,responsibility,0.45
UC_61585adfd7b0c43ebd7551e6,project_key,obligation,0.44
UC_61585adfd7b0c43ebd7551e6,project_key,human rights,0.46
UC_61585adfd7b0c43ebd7551e6,project_key,international criminal justice,0.53
UC_61585adfd7b0c43ebd7551e6,project_key,african union,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,immunity,0.4
UC_61585adfd7b0c43ebd7551e6,project_key,criticism,0.28
UC_61585adfd7b0c43ebd7551e6,project_key,advisory opinions,0.26
UC_61585adfd7b0c43ebd7551e6,project_key,erosion,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,sovereignty,0.85
UC_61585adfd7b0c43ebd7551e6,project_key,communist party,0.78
UC_61585adfd7b0c43ebd7551e6,project_key,disinformation,0.29
UC_61585adfd7b0c43ebd7551e6,project_key,new zealand,0.39
UC_61585adfd7b0c43ebd7551e6,project_key,warfare,0.57
UC_61585adfd7b0c43ebd7551e6,project_key,annexation,0.34
UC_61585adfd7b0c43ebd7551e6,project_key,policy approach,0.29
UC_61585adfd7b0c43ebd7551e6,project_key,military operations,0.66
UC_61585adfd7b0c43ebd7551e6,project_key,law,0.51
UC_61585adfd7b0c43ebd7551e6,project_key,constitutional state,0.32
UC_61585adfd7b0c43ebd7551e6,project_key,abuse,0.31
UC_61585adfd7b0c43ebd7551e6,project_key,international criminal court,0.9
UC_61585adfd7b0c43ebd7551e6,project_key,statute,0.68
UC_61585adfd7b0c43ebd7551e6,project_key,aggression,0.64
UC_61585adfd7b0c43ebd7551e6,project_key,offense,0.3
UC_61585adfd7b0c43ebd7551e6,project_key,exclusion,0.25
UC_61585adfd7b0c43ebd7551e6,project_key,international criminal law,0.48
UC_61585adfd7b0c43ebd7551e6,project_key,international legal principles,0.26
UC_61585adfd7b0c43ebd7551e6,project_key,signatory state,0.25
UC_61585adfd7b0c43ebd7551e6,project_key,arab spring,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,middle east,0.27
UC_61585adfd7b0c43ebd7551e6,project_key,qatar,0.51
UC_61585adfd7b0c43ebd7551e6,project_key,libya,0.49
UC_61585adfd7b0c43ebd7551e6,project_key,national security,0.8
UC_61585adfd7b0c43ebd7551e6,project_key,threat,0.4
UC_61585adfd7b0c43ebd7551e6,project_key,european court,0.47
UC_61585adfd7b0c43ebd7551e6,project_key,weapon,0.59
UC_61585adfd7b0c43ebd7551e6,project_key,international rules,0.43
UC_61585adfd7b0c43ebd7551e6,project_key,republic of south africa,0.66
UC_61585adfd7b0c43ebd7551e6,project_key,ukraine,0.4
UC_61585adfd7b0c43ebd7551e6,project_key,vulnerability,0.36
UC_61585adfd7b0c43ebd7551e6,project_key,social justice,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,justice,0.56
UC_61585adfd7b0c43ebd7551e6,project_key,observation,0.09
UC_61585adfd7b0c43ebd7551e6,project_key,peace,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,military doctrine,0.46
UC_61585adfd7b0c43ebd7551e6,project_key,terrorism,0.63
UC_61585adfd7b0c43ebd7551e6,project_key,jurisprudence,0.93
UC_61585adfd7b0c43ebd7551e6,project_key,apartheid,0.7
UC_61585adfd7b0c43ebd7551e6,project_key,aboriginal land right,0.69
UC_61585adfd7b0c43ebd7551e6,project_key,territories,0.62
UC_61585adfd7b0c43ebd7551e6,project_key,military,0.65
UC_61585adfd7b0c43ebd7551e6,project_key,international legal rules,0.64
UC_61585adfd7b0c43ebd7551e6,project_key,alleged violations,0.58
UC_61585adfd7b0c43ebd7551e6,project_key,violation of the law,0.57
UC_61585adfd7b0c43ebd7551e6,project_key,occupied territory,0.53
UC_61585adfd7b0c43ebd7551e6,project_key,human rights violation,0.43
UC_61585adfd7b0c43ebd7551e6,project_key,corporate governance,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,multinationality,0.89
UC_61585adfd7b0c43ebd7551e6,project_key,corporate responsibility,0.76
UC_61585adfd7b0c43ebd7551e6,project_key,human rights,0.57
UC_61585adfd7b0c43ebd7551e6,project_key,emerging markets,0.52
UC_61585adfd7b0c43ebd7551e6,project_key,international environmental law,0.31
UC_61585adfd7b0c43ebd7551e6,project_key,customary international law,0.29
UC_61585adfd7b0c43ebd7551e6,project_key,international humanitarian law,0.27
UC_61585adfd7b0c43ebd7551e6,project_key,proportionality,0.26
UC_61585adfd7b0c43ebd7551e6,project_key,target drones,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,legality,1.0
UC_61585adfd7b0c43ebd7551e6,project_key,prevention of terrorism,1.0
