Name,ID,attributes
Organisation of the National Schools Constitutional Convention 2022-2024,ESE21/833,"{'ATM ID': 'ESE21/833', 'Agency': 'Department of Education, Skills and Employment', 'Category': '80141607 - Events management', 'Close Date & Time': '6-Sep-2021 5:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '11-Aug-2021', 'Location': 'ACT', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Organisation of the National Schools Constitutional Convention (NSCC) 2022-2024. The NSCC is an annual event for Year 11 and 12 students to promote informed discussion and understanding about the Australian Constitution and system of Government.\xa0\xa0', 'Other Instructions': 'N/A', 'Conditions for Participation': 'Refer to RFT', 'Timeframe for Delivery': 'Refer to RFT', 'Address for Lodgement': 'Responses via AusTender - www.tenders.gov.au'}"
Design of new emergency egress and cabin to roof access systems,SR710461979.1,"{'ATM ID': 'SR710461979.1', 'Agency': 'Airservices Australia', 'Category': '80111617 - Architectural services', 'Close Date & Time': '7-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '16-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Expression of Interest', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'Yes', 'Multi-stage Criteria': 'Only respondents to the EOI will be considered for any potential subsequent phases that may include a RFQ or RFT process.', 'Description': 'The Design Consultant/s will be required to provide fully detailed design documentation of the improvements to:\xa0 - existing control tower emergency egress and cabin to roof access systems; and - existing control towers and / or Fire stations to enable the recommendations made within Working at Heights safety assessments.\xa0', 'Other Instructions': 'Please refer to the Request for Expressions of Interest documentation\xa0', 'Conditions for Participation': 'Please refer to the REOI document', 'Timeframe for Delivery': 'Please refer to the REOI document Estimated Value (AUD): Fromto', 'Address for Lodgement': 'via Austender'}"
Provision of Scientific and Technical Market Access Services (Services),C05468,"{'ATM ID': 'C05468', 'Agency': 'Department of Agriculture, Water and the Environment', 'Category': '81150000 - Earth science services', 'Close Date & Time': '7-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '9-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'Parties\xa0are invited to submit a tender in accordance with the Request for Tender (RFT) for Scientific and Technical Market Access\xa0Services (Services)\xa0to assist the Department of Agriculture\xa0Water\xa0and the Environment (DAWE) accelerate\xa0negotiations\xa0of technical agreements with trading partners, by providing timely, science-based\xa0and accurate information\xa0in regard to\xa0the following disciplines:\xa0\xa0 • plant and plant products\xa0 • animal and food products\xa0 • cooperation and capacity building activities\xa0 Service descriptors for each Discipline are provided in Schedule 3 – Annexure E of the RFT.\xa0Each of these\xa0Disciplines\xa0contain\xa0a number of\xa0tasks\xa0that may be required to be completed.\xa0\xa0 Previous\xa0knowledge and\xa0experience\xa0related to the above disciplines\xa0in\xa0phytosanitary and sanitary issues;\xa0technical\xa0market access\xa0matters,\xa0national/international biosecurity\xa0issues,\xa0complex research\xa0and\xa0analysis;\xa0operational assessments and\xa0program and project management\xa0is\xa0recommended.\xa0 \xa0 \xa0', 'Other Instructions': 'DAWE\xa0is using the 360 Tender System, an online tender system, to receive Tenders in response to this RFT.\xa0 The 360 Tender System\xa0comprises a 360 Providers’ Portal which is a secure system hosted and supported in Australia.\xa0\xa0 Respondents must either register for a new account on the 360 Providers’ Portal or sign in to an existing 360 account to respond to the RFT (https://360providers.apetsoftware.com.au/).  \xa0 Tender response Annexures are accessible via: https://360providers.apetsoftware.com.au/request/41062 Respondents must submit their Tender through the 360 Tender System, refer to paragraph 5.1.1 of the RFT.\xa0Tender responses cannot be submitted through AusTender. A 360 Tender System Providers Quick Reference Guide is attached to this approach to market.\xa0', 'Conditions for Participation': 'Refer to paragraph 4.2 of the RFT.', 'Timeframe for Delivery': 'Technical Market Access Services is expected to commence in late September/early October 2021. Estimated Value (AUD): Fromto', 'Address for Lodgement': '360 Tender System https://360providers.apetsoftware.com.au/, in accordance with instructions in the Request documentation.', 'Addenda Available': 'View Addenda'}"
ATM 21/2606 Recruitment and Selection of Antarctic Expeditioners,Antarctic ATM21/2606,"{'ATM ID': 'Antarctic ATM21/2606', 'Agency': 'Department of Agriculture, Water and the Environment', 'Category': '80111700 - Personnel recruitment', 'Close Date & Time': '8-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '11-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'The AAD is seeking to engage a Supplier with demonstrated capability and capacity to provide services to assist with the recruitment and selection of Expeditioners for the 2022/2023 Australian Antarctic Season (recruitment commencing in December 2021), with options to extend for an additional three one-year periods. \xa0 \xa0 More detail can be found in the Statmement of Requirement', 'Conditions for Participation': 'The supply must be provided in accordance with the Statement of Requirement (SoR) in the ATM and subject to the terms and conditions set out in, or referred to, in ATM 21/2606 Recruitment and Selection of Antarctic Expeditioners.\xa0\xa0', 'Timeframe for Delivery': 'It is anticipated that the services will commence from mid October 2021', 'Address for Lodgement': 'tenders.gov.au', 'Addenda Available': 'View Addenda'}"
Provision of Enterprise Resource Planning Application Managed Services (ERP-AMS),ASA RFT SR467217226,"{'ATM ID': 'ASA RFT SR467217226', 'Agency': 'Airservices Australia', 'Category': '81112200 - Software maintenance and support', 'Close Date & Time': '8-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '26-Jul-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Airservices is seeking to engage an organisation (the Contractor) to establish and provide Enterprise Resource Planning Application Managed Services (ERP-AMS).', 'Other Instructions': 'Tenderers must direct any questions regarding the Request for Tender (RFT) to the following email address: RFT467217226@airservicesaustralia.com.', 'Conditions for Participation': 'The following are conditions for participation for this RFT: (a)\xa0 \xa0 \xa0 The Tenderer and any subcontractors proposed in the RFT must not be named as not complying with the Workplace Gender Equality Act 2012 (Cth).\xa0 (b)\xa0 \xa0 \xa0 The Tenderer and any subcontractors proposed in the RFT must not be be named on the Consolidated List, being the list of persons and entities who are subject to targeted financial sanctions or travel bans under Australia sanction laws, as maintained by the Department of Foreign Affairs and Trade.', 'Timeframe for Delivery': '1 August 2022 to 31 July 2025', 'Address for Lodgement': 'AusTender electronic lodgement:\t1 electronic copy of the Tender Response Schedule and other required schedules submitted via AusTender in accordance with the AusTender terms and conditions of tendering. Note: Please do not submit any responses in a RAR compressed file format.', 'Addenda Available': 'View Addenda'}"
REOI - Stage 1 - Secretaries Talent Council Professional Services,APSC0143,"{'ATM ID': 'APSC0143', 'Agency': 'Australian Public Service Commission', 'Category': '86000000 - Education and Training Services', 'Close Date & Time': '8-Sep-2021 3:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '26-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Expression of Interest APP Reference: APSC APP 2021/04', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'Yes', 'Multi-stage Criteria': 'REOI Stage 1 followed by a RFT Stage 2', 'Description': 'Secretaries Talent Council Professional Services - Capability & Talent\xa0 (Re) Assessment, Succession Management Services \xa0', 'Other Instructions': 'Deadline for submission of questions: 5:00 pm (AEST) Canberra time on 1 September 2021 via.  tenders@apsc.gov.au No further questions may be submitted after this date.\xa0 \xa0\xa0\xa0 \xa0 \xa0', 'Conditions for Participation': 'Not Applicable', 'Timeframe for Delivery': 'As outlined in the REOI - Stage 1 document', 'Address for Lodgement': 'www.tenders.gov.au'}"
Engineering Services Booderee National Park Visitor Centre,DNP-PAI-2021-756-BNP,"{'ATM ID': 'DNP-PAI-2021-756-BNP', 'Agency': 'Director of National Parks', 'Category': '81100000 - Professional engineering services', 'Close Date & Time': '8-Sep-2021 3:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '6-Aug-2021', 'Location': 'ACT', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': '<span"">The Director is seeking the services of a suitably qualified and experienced engineering firm to provide engineering specification, supervision and certification for the works described in the ATM. <span"">The works will require the Supplier to develop a strong, trusted and consultative relationship with the Booderee National Park staff and the construction contractor.', 'Conditions for Participation': 'The respondent must\xa0exist as a legal entity. The respondents answer must be a Yes or No.', 'Timeframe for Delivery': 'The contract is expected to be executed on or around 28 September 2021 for a period of 12 months.\xa0', 'Address for Lodgement': 'Responses must be lodged electronically via AusTender before the Closing Date and Time and in accordance with the Response lodgement procedures set out in this ATM documentation and on AusTender.', 'Addenda Available': 'View Addenda'}"
Secure Internet Gateway Service,RFI 1-2022,"{'ATM ID': 'RFI 1-2022', 'Agency': 'Australian Federal Police', 'Category': '81112100 - Internet services', 'Close Date & Time': '9-Sep-2021 11:00 am (ACT Local Time) Show close time for other time zones', 'Publish Date': '13-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Request for Information', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': ""The AFP invites interested potential suppliers to submit Responses to this RFI to indicate and describe their ability to provide a Solution that addresses the AFP's high-level requirements as set out in Attachment 1 - Statement of Requirements.\xa0 The purpose of this RFI is to gather information from potential suppliers to enable the AFP and the greater Home Affairs Portfolio, to better understand current and emerging technologies and industry capabilities for providing a Secure Internet Gateway. It is not a procurement and does not form part of any Commonwealth or AFP procurement process. \xa0"", 'Conditions for Participation': 'Please refer to RFI documentation.', 'Timeframe for Delivery': 'Please refer to RFI documentation.\xa0', 'Address for Lodgement': 'Responses must be lodged electronically via AusTender before the Closing Time and date.', 'Addenda Available': 'View Addenda'}"
EST02028 Royal Military College Duntroon Redevelopment-Invitation to Register Interest–Design Services Consultant(DSC-1),AZ6343 ITR,"{'ATM ID': 'AZ6343 ITR', 'Agency': 'Department of Defence - DSRG', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '9-Sep-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '13-Aug-2021', 'Location': 'ACT  Canberra', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'Yes', 'Multi-stage Criteria': 'Stage 1 - Invitation to Register Interest Stage 2 - Request For Tender', 'Description': 'The Design Services services include design and related services in respect of the following scope of works:\xa0 a)Address capacity, condition and compliance deficiencies identified by Base Engineering Assessment Program (BEAP) for reticulated engineering services; b) Construction of a New Live-In-Accommodation (LIA) building to accommodate Staff Cadets (SCDTs) and Training staff c)Refurbishment of three existing LIA buildings to address compliance issues; and d)Extension of the Military Instruction (MI) Block to provide working accommodation for MI Staff including a lecture theatre room \xa0', 'Other Instructions': 'Evaluation Criteria The evaluation criteria are described in the Invitation to Register Interest. Minimum Form and Content Requirements\xa0 The minimum form and content requirements are described in the Invitation to Register Interest.\xa0\xa0', 'Conditions for Participation': 'The conditions for participation are described in the Invitation to Register Interest. Industry Briefing An industry briefing is not required.\xa0 Joint Bids The Commonwealth does offer applicants an\xa0opportunity to lodge a Registration of Interest on a Joint Bid Basis.\xa0 Further information regarding Joint Bids is provided in the Invitation to Register Interest.\xa0 Building Code 2016 The Building Code 2016 does not apply.\xa0\xa0 The conditions for participation are described in the Invitation to Register Interest.', 'Timeframe for Delivery': 'The award date for the contract is anticipated to be in December 2021, with completion of the works including Defects Liability Period in December 2026. Estimated Value (AUD): From$3,000,000.00to$5,000,000.00', 'Address for Lodgement': 'AusTender at www.tenders.gov.au in accordance with instructions in Request documentation.', 'Addenda Available': 'View Addenda'}"
Federal Government - Warehousing and Office Accommodation - Townsville,HOMEAFFAIRS/2074/EOI,"{'ATM ID': 'HOMEAFFAIRS/2074/EOI', 'Agency': 'Department of Home Affairs', 'Category': '80131500 - Lease and rental of property or building', 'Close Date & Time': '9-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '16-Aug-2021', 'Location': 'QLD', 'ATM Type': 'Expression of Interest', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'Yes', 'Multi-stage Criteria': 'This is the first part of a two-step approach to market process. The Evaluation Team will conduct an initial screening process of the responses for compliance with the minimum content and format requirements.Responses will then be shortlisted, with the evaluation based on: Value for money; Location and type of property; Size/dimensions of internal and external space; Availability and timing; Compliance with all standard Commonwealth building requirements; Sustainability options with shortlisted respondents with be approached to provide detailed proposals', 'Description': 'The\xa0Department of Home Affairs has invited Expressions of Interest for the provision of a Warehousing Facility with Hard Stand Area which does, or can incorporate office accommodation within the Townsville Port and its surrounds.  Site requirements include but are not limited to: Total of 2,500 – 3,000 sqm which is inclusive of warehouse, hardstand area and office accommodation Hard stand area to accommodate heavy articulated vehicles, with the hard stand area to be fenced Location is to be within a 15km radius of the Townsville Port \xa0  Initial lease minimum term of five years with options. The offered site must be compliant with all standard Commonwealth building requirements. Preference is to be the sole tenant on available land, however, a proposal with an adjoining tenancy would be considered. At least 6 secure car parking spaces required for operational and large vehicles. Preference for two vehicular access point to the perimeter (front and rear) \xa0 \xa0', 'Other Instructions': 'Responses must be submitted via the AusTender website by the closing time, as no other method of submission will be accepted.', 'Conditions for Participation': 'The Australian Government Building and Construction WHS Accreditation Scheme established by the Fair Work (Building Industry) Act 2013 (Cth) (Scheme) may also apply to the project. \xa0  If the Scheme applies, it is a requirement of this project that persons contracted to carry out the building work must be accredited under the Scheme at the time of entering into the contract for the building work and while the building work is being carried out. \xa0  Further information about the Scheme and whether it applies to the project is included in the Project Documents. \xa0  The offered site must be compliant with all standard Commonwealth building requirements including (without limitation) the Disability Discrimination Act 1992 (Cth), Environmental Protection and Biodiversity Conservation Act 1999 (Cth) and Work, Health and Safety Act 2011 (Cth).', 'Timeframe for Delivery': 'Available for occupancy between Q1 and Q2 2023 (calendar year)', 'Address for Lodgement': 'Electronic lodgement via AusTender at www.tenders.gov.au.'}"
National Messaging System,RFT 10023062,"{'ATM ID': 'RFT 10023062', 'Agency': 'Department of Infrastructure, Transport, Regional Development and Communications', 'Category': '93131800 - Disaster preparedness and relief', 'Close Date & Time': '9-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '12-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': '\xa0The procurement is to obtain proposals from potential suppliers to provide and implement a cell broadcast national messaging system that is capable of sending messages from Emergency Management Australia (EMA) on behalf of the Commonwealth and/or Commonwealth, state and territory emergency services to the Australian public concerning events of national significance.\xa0\xa0 This capability is referred to as the National Messaging System (NMS)', 'Conditions for Participation': 'Please refer to RFT Part A and Addendum 1 for further details.', 'Timeframe for Delivery': 'Quarter 1 FY 2022-23', 'Address for Lodgement': 'Electronic lodgement only must be made by accessing the AusTender system at https://www.tenders.gov.au', 'Addenda Available': 'View Addenda'}"
"Property Inspections and Building Reporting Remote Outstations, QLD",DHA-PROC-53761,"{'ATM ID': 'DHA-PROC-53761', 'Agency': 'Defence Housing Australia', 'Category': '80161601 - Property management services', 'Close Date & Time': '9-Sep-2021 3:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '13-Aug-2021', 'Location': 'QLD', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Defence Housing Australia (DHA) invites responses from suitably licensed and qualified providers for the provision of Property Inspections and Building Reporting at Remote Outstations, QLD.', 'Other Instructions': 'Respondents must direct any questions regarding this Request for Tender (RFT) in writing to the contact officer for this project. Name: \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Procurement Email: \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  procurement@dha.gov.au Closing time for questions – 3:00pm (ACT local time) Thursday, 2 September 2021. \xa0 \xa0', 'Conditions for Participation': 'There are no conditions for participation', 'Timeframe for Delivery': 'DHA anticipates contract commencing September 2021', 'Address for Lodgement': 'www.tenders.gov.au'}"
The Provision of Building (Residential Home) Loss Adjusting Services for Defence Service Homes (DSH) Insurance,DSHI-LA-2021,"{'ATM ID': 'DSHI-LA-2021', 'Agency': ""Department of Veterans' Affairs"", 'Category': '84131500 - Insurance services for structures and property and possessions', 'Close Date & Time': '13-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '19-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'DSH Insurance is government-owned and administered by The Department of Veterans’ Affairs (DVA). \xa0  DSH Insurance is the only insurance scheme of its type offered by the Australian Government. \xa0  It is a benefit that has been supported for over 100 years. \xa0  It is completely self-funded through premiums, investment returns and commission received from the sale of complimentary QBE insurance products. \xa0  Today DSH Insurance provides home building insurance to all eligible serving and ex-serving Australian Defence Force members, veterans and their widows/widowers in a commercial environment and in competition with other insurers. \xa0  \xa0 This Request For Tender seeks to engage a suitably experienced organisation for the provision of Building (Residential Home) Loss Adjusting Services for Defence Service Homes (DSH) Insurance.  \xa0 DSH Insurance encourages tenders from suitably experienced organisations that have the capability to provide the specified services. \xa0  \xa0 Tenderers should ensure all tender documentation is uploaded to the correct AusTender ATM ID. \xa0 Further information about DSH Insurance is available at  www.dsh.gov.au/insurance .', 'Conditions for Participation': 'Yes, advised in the Request for Tender', 'Timeframe for Delivery': 'A period of three (3) years with two (2) options to extend for periods totalling up to 24 months.', 'Address for Lodgement': 'AusTender – www.tenders.gov.au'}"
Request for Tender for The Provision of Ancillary Supplies Related to Vaccine Administration,Health2122 E21142076,"{'ATM ID': 'Health2122 E21142076', 'Agency': 'Department of Health', 'Category': '42170000 - Emergency and field medical services products', 'Close Date & Time': '13-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '18-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'The proposed panel will establish a pre-negotiated set of terms and pricing enabling the Australian Department of Health to respond dynamically to future vaccine consumables needs and supply conditions.\xa0 The term of the proposed panel is three years from the planned commencement date of 30 September 2021 with two options to extend the arrangement by a further 12 months, up to a maximum of 5 years. The proposed panel will comprise the following categories: a.Category 1 – Biohazard and sharps disposal products; b.Category 2 – Diluent; c.Category 3 – Dilution needles; d.Category 4 – Filler needles; e.Category 5 – Hypodermic needles;\xa0 f.Category 6 – Miscellaneous vaccine consumables; g.Category 7 – Syringes (no needle supplied); h.Category 8 – Syringes with accompanying needles (fixed or as combination with needle and syringe packed separately).\xa0 Successful tenderers will enter into a standing offer arrangement with the Department which will be in the form of a Head Agreement. Other Commonwealth or State or Territory Agencies may also participate through a Notice of Inclusion provision within the Head Agreement. \xa0', 'Other Instructions': 'Vaccine Consumables offered by Tenderers must, as a minimum be supported by approval by the TGA for the intended purpose.\xa0 The Tenderer must provide the ARTG listing identification (ID) for each item with its offer.\xa0 Alternatively, if the Tenderer’s Vaccine Consumables are subject to a current application for the ARTG registration, the Tenderer must provide evidence of the current application details.', 'Conditions for Participation': '1)The Tenderer must not have had any judicial decisions against it (excluding decisions under appeal) relating to employee entitlements and have not satisfied any resulting order. 2)The Tenderer, its personnel, and any Subcontractors proposed in the Tender must not, at the Closing Time, be listed as terrorists under section 15 of the Charter of the United Nations Act 1945 (Cth). 3)The Tenderer (and any Subcontractor proposed in its Tender) must not be named in the Consolidated list referred to in Regulation 40 the Charter of United Nations (Dealing with Assets) Regulations 2008 (Cth). 4)The Tenderer either:\xa0 (a)holds a Valid and Satisfactory Statement of Tax Record by the Closing Time; or\xa0 (b)has a receipt demonstrating that a Statement of Tax Record has been requested from the Australian Taxation Office by the closing time, and holds a Valid and Satisfactory Statement of Tax Record no later than 4 business days from the Closing Time.\xa0 [Note to Tenderers: Tenderers should apply for a Statement of Tax Record and should ensure that their Subcontractors apply for a Statement of Tax Record within sufficient time to meet this Condition for Participation.] \xa0', 'Timeframe for Delivery': 'Vaccine products may be required for the duration of the initial term of the Panel (three years) or as extended up to a total of five years.', 'Address for Lodgement': 'www.tenders.gov.au', 'Addenda Available': 'View Addenda'}"
Provision of a Customer Communications Management (CCM) Digital Product Generation Solution,421-2020-21,"{'ATM ID': '421-2020-21', 'Agency': 'Bureau of Meteorology', 'Category': '43230000 - Software', 'Close Date & Time': '13-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '9-Aug-2021', 'Location': 'VIC  Melbourne', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Provision of a Customer Communications Management (CCM) Digital Product Generation Solution', 'Conditions for Participation': 'Refer to Conditions for Participation in tender documents', 'Timeframe for Delivery': 'Initial term of contract will be three years with two extension options, refer to the Conditions for Participation in tender documents', 'Address for Lodgement': 'www.Tenders.gov.au', 'Addenda Available': 'View Addenda'}"
Print on demand and related services,OPC2021-02,"{'ATM ID': 'OPC2021-02', 'Agency': 'Office of Parliamentary Counsel', 'Category': '82121500 - Printing', 'Close Date & Time': '14-Sep-2021 4:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '20-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'The Office of Parliamentary Counsel (OPC) provides a print on demand service for material available on the Federal Register of Legislation website, https://www.legislation.gov.au/. This allows members of the public (clients) to order and have delivered, reasonably priced, printed copies of legislation and documents they are viewing on the website at no ongoing cost to OPC. The Service Provider is required to fulfil orders made by clients on the Federal Register of Legislation via a website that provides a shopping cart function which can collect client and order details and can securely accept payment for the order.\xa0 The Service Provider must print orders using the file identified in the information passed to the Service Provider from the Federal Register of Legislation website and using the information entered by the client on their website/shopping cart.', 'Other Instructions': 'There will be no ongoing fees or charges payable by OPC to the Service Provider for provision of this service but fees will be charged to clients, as agreed with OPC. \xa0', 'Conditions for Participation': 'OPC will exclude a Tender from further consideration if at any time before a contract is executed OPC considers that the Tenderer does not exist as a legal entity at the Closing Time.', 'Timeframe for Delivery': 'Transition in – 1 November 2021 Implementation Period – 1 November 2021 to 23 December 2021 Full Service Delivery Date - 24 December 2021', 'Address for Lodgement': 'AusTender at www.tenders.gov.au', 'Addenda Available': 'View Addenda'}"
Joint Australian Defence Force (ADF) Search and Rescue Contract,RASSD/RFI/20200/1,"{'ATM ID': 'RASSD/RFI/20200/1', 'Agency': 'Department of Defence - CASG', 'Category': '42170000 - Emergency and field medical services products', 'Close Date & Time': '14-Sep-2021 4:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '21-Jul-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Information', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'Yes', 'Multi-stage Criteria': 'Market research is required to define scope', 'Description': 'The ADF is responsible for the provision of SAR for all ADF and visiting military. The ADF currently meet this obligation through separate contract arrangements for commercial helicopter and ground-based services to provide SAR, however intends to replace these arrangements with a Joint ADF SAR Contract. Responses to this RFI will be used to identify capability options, technologies and other considerations. It will also assist Defence with the development of the Joint ADF SAR Contract.', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': ""Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.auusing the 'Lodgement Page' link on this tender notification."", 'Addenda Available': 'View Addenda'}"
"Puckapunyal Fencing, VIC",EST06560,"{'ATM ID': 'EST06560', 'Agency': 'Department of Defence - DSRG', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '15-Sep-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '20-Aug-2021', 'Location': 'VIC', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Replacement of stock fence along Grayton to Puckapunyal, electric fence, floodway fence and timber strainer. Works also include rerouting of fence, rectification of erosion under gates and provision of closed circuit television (CCTV) cameras and gates.', 'Other Instructions': 'The tender documents (including Contract) are attached on AusTender (under ‘Go to ATM documents’). The scopes of works and associated documents have not been attached. To obtain the full scope of works documentation, tenderers are to submit a signed Confidentiality Agreement as follows: 1. Click on Go to ATM Documents 2. Download the tender documents 3. Go to Confidentiality Agreement 4. Print and sign the Confidentiality Agreement 5. Return the signed copy by email, as a scanned PDF file, to the Contact Officer / PDS Contractor noted below Tenderers are to note that without the Confidentiality Agreement being returned to the Contact Officer / PDS Contractor, the complete Scope of Works cannot be released. Any questions relating to this tender are to be forwarded via email to the Contact Officer / PDS Contractor nominated below.\xa0 The cut-off date for questions pertaining to this tender is seven (7) days before the tender close date.\xa0 Industry Briefing: Refer to Part 2, Tender Particulars of the Tender Conditions.', 'Conditions for Participation': 'The Tenderer must at the time of submitting its Tender satisfy each condition for participation as follows: • The Tenderer must comply with the Building Code 2016 at the time of submitting its registration of interest or if no registration of interest was submitted, at the time of submitting its tender. • The Tenderer must not be precluded from tendering for Australian Government funded work or specifically excluded from participating in this tender process. • The tenderer must complete and sign the Tender Form and Statutory Declaration. • The tenderer must complete and return the signed Confidentiality Agreement.', 'Timeframe for Delivery': 'to be determined following selection of preferred tenderer', 'Address for Lodgement': ""Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.au using the 'Lodgement Page' link on this tender notification."", 'Addenda Available': 'View Addenda'}"
