Staff ID_match,Weight,origin_staff,Colleges_match,Profile_match,Staff ID_orig,Colleges_orig,Profile_orig
Canberra00243,0.03381212494304939,Canberra00374,"Canberra School of Politics, Economics and Society",,Canberra00374,Centre for Change Governance,"Darren has published widely on environmental regulation and governance, and on occupational health and safety regulation in the mining industry. His major research contributions are:1. Regulatory pluralism in an environmental context, in particular, ‘smart regulation’ and instrument choice. He co-authored (with Gunnigham and Grabosky) the international bookSmart regulation: Designing environmental policy.2. ‘Next generation’ environmental regulation, particularly for small and medium sized enterprises and diffuse sources of pollution, such as agriculture. He co-authored (with Gunnigham) the international bookLeaders and laggards: Next generation environmental regulation.3. Regulatory of occupational health and safety in Australian mining. He co-authored (with Gunningham) the bookManaging mining hazards: Regulation, safety and trust.4. Regulation and governance of non-urban water use in the Murray Darling Basin, the United States, Spain and France. In particular, compliance and enforcement, and the relationships between markets, compliance, technology and participatory governance. He has co-edited and co-authored (both with Holley) two international books,Reforming water law and governance: From stagnation to innovation in AustraliaandIntelligent regulation: Water markets, compliance and technology.He has been a consultant to government andindustry, and produced many policy reports.He represented Australia at the United Nations International Framework Convention on Climate Change (Geneva 1993 and 1994); and he co-designed the self-regulatory and trading scheme to phase out the use of ozone-depleting gases under Australia’s commitment to the Montreal Protocol.His current research interests are:Water regulation and governance, in particular, compliance and enforcement of non-urban water use and the role of technology in regulating water extractions.Regulation and governance of mercury emissions (under the Minamata Convention).Prudential regulation, climate change and the finance sector.Academic qualificationsDoctor of Philosophy, The Australian National University.Master of Environmental Law, The Australian National University.Bachelor of Science (1st Class Honours), University of Sydney.Academic appointments2018-present. Associate Professor and DECRA Research Fellow, Institute for Governance and Policy Analysis (IGPA), University of Canberra.2016-2018. Senior Research Fellow, School of Regulation and Global Governance, The Australian National University.2003-2016. Research Fellow, Fenner School of Environment and Society, Faculty of Science, The Australian National University.1996-2002. Senior Research Associate, Australian Centre for Environmental Law, Faculty of Law, The Australian National University.Government appointments1991-1996. Assistant Director, Sustainable Development Section, Department of Industry, Science and Tourism, Commonwealth of Australia.Visiting fellowships and affiliations2018-present. Co-convener of the Australian Mercury Research Project – Australian National University, University of Canberra, UNSW, Macquarie University, University of Melbourne, La Trobe University and University of Wollongong.2018-present. Visiting Fellow at the School of Regulation and Global Governance – The Australian National University.2014-present. Research affiliate of the Connected Waters Initiative (CWI) Research Centre – UNSW.2010-present. Member of the National Centre for Groundwater Research and Training (NCGRT) – The Australian National University, Flinders University, UNSW."
Canberra00085,0.03523918384787951,Canberra00374,Education,,Canberra00374,Centre for Change Governance,"Darren has published widely on environmental regulation and governance, and on occupational health and safety regulation in the mining industry. His major research contributions are:1. Regulatory pluralism in an environmental context, in particular, ‘smart regulation’ and instrument choice. He co-authored (with Gunnigham and Grabosky) the international bookSmart regulation: Designing environmental policy.2. ‘Next generation’ environmental regulation, particularly for small and medium sized enterprises and diffuse sources of pollution, such as agriculture. He co-authored (with Gunnigham) the international bookLeaders and laggards: Next generation environmental regulation.3. Regulatory of occupational health and safety in Australian mining. He co-authored (with Gunningham) the bookManaging mining hazards: Regulation, safety and trust.4. Regulation and governance of non-urban water use in the Murray Darling Basin, the United States, Spain and France. In particular, compliance and enforcement, and the relationships between markets, compliance, technology and participatory governance. He has co-edited and co-authored (both with Holley) two international books,Reforming water law and governance: From stagnation to innovation in AustraliaandIntelligent regulation: Water markets, compliance and technology.He has been a consultant to government andindustry, and produced many policy reports.He represented Australia at the United Nations International Framework Convention on Climate Change (Geneva 1993 and 1994); and he co-designed the self-regulatory and trading scheme to phase out the use of ozone-depleting gases under Australia’s commitment to the Montreal Protocol.His current research interests are:Water regulation and governance, in particular, compliance and enforcement of non-urban water use and the role of technology in regulating water extractions.Regulation and governance of mercury emissions (under the Minamata Convention).Prudential regulation, climate change and the finance sector.Academic qualificationsDoctor of Philosophy, The Australian National University.Master of Environmental Law, The Australian National University.Bachelor of Science (1st Class Honours), University of Sydney.Academic appointments2018-present. Associate Professor and DECRA Research Fellow, Institute for Governance and Policy Analysis (IGPA), University of Canberra.2016-2018. Senior Research Fellow, School of Regulation and Global Governance, The Australian National University.2003-2016. Research Fellow, Fenner School of Environment and Society, Faculty of Science, The Australian National University.1996-2002. Senior Research Associate, Australian Centre for Environmental Law, Faculty of Law, The Australian National University.Government appointments1991-1996. Assistant Director, Sustainable Development Section, Department of Industry, Science and Tourism, Commonwealth of Australia.Visiting fellowships and affiliations2018-present. Co-convener of the Australian Mercury Research Project – Australian National University, University of Canberra, UNSW, Macquarie University, University of Melbourne, La Trobe University and University of Wollongong.2018-present. Visiting Fellow at the School of Regulation and Global Governance – The Australian National University.2014-present. Research affiliate of the Connected Waters Initiative (CWI) Research Centre – UNSW.2010-present. Member of the National Centre for Groundwater Research and Training (NCGRT) – The Australian National University, Flinders University, UNSW."
Canberra00354,0.01285640408307179,Canberra00121,News & Media Research Centre,"Yoonmo Sang (PhD, The University of Texas at Austin) is Senior Lecturer in the Faculty of Arts & Design at the University of Canberra where he is a member of the News & Media Research Centre. Before joining the University of Canberra, he taught as an assistant professor at Howard University in Washington, D.C. He researches the intersections of new media technologies and the law, focusing on how socio-cultural and technological changes advantage and/or disadvantage different stakeholders. His research interests also includecivic and community engagement through social media and individuals' attitudes and behavioral intentions regarding new media technologies.He is on the editorial boards of three journals: Social Media + Society, Communication Law Review, and the Journal of Media Law, Ethics, and Policy Research, a journal of the Korean Society for Media Law, Ethics, and Policy Research. His previous positions include Research Associate at the American Library Association’s Office for Information Technology Policy, Doctoral Research Assistant at the Technology and Information Policy Institute at the University of Texas at Austin, and Business Banker at Shinhan Bank in South Korea.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00304,0.012404530990280733,Canberra00121,Arts & Design Office,"Sora Park is the Associate Dean of Research and Professor of Communication at the Faculty of Arts & Design, University of Canberra.Her research focuses on the digital media, media markets and media policy, with a special focus on digital and social exclusion and the impact of technology on the distribution of opportunities and privileges in society.Sora was the former Director of the News & Media Research Centre at the University of Canberra and the Chair of Media Industry Studies Interest Group, International Communication Association (ICA). She is currently thePresident of Australian and New Zealand Communication Association (ANZCA).She has extensive experience in policy research and consultancy regarding digital media in South Korea. In the private sector, she has had various consultancy experiences for major internet and media companies such as KBS, NHN Corp and MBC. Previously she taught at Hanyang University, where she was the Director of the Interdisciplinary Program of Women's Studies. From 2005~2006, she was the Chair of the School of Communication Arts at Kwangwoon University, Seoul, Korea. Her previous positions include Research Fellow at Korea Press Foundation and Visiting Scholar at the University of California San Diego, Oxford Internet Institute and American University.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00252,-0.006623714530169182,Canberra00121,News & Media Research Centre,"Kieran McGuinness is a Postdoctoral Research Fellow at the News & Media Research Centre at the University of Canberra. His recent research focuses on mixed method approaches to news consumption, misinformation, journalistic role performance, defence journalism and discourses of risk, problematisation and threat in news media. He is a co-author of the annual Digital News Report Australia, an ongoing study of news consumption done in collaboration with the Reuters Institute for the Study of Journalism at the University of Oxford. As a Postdoctoral Fellow Kieran assists with data analysis and report writing with a special focus on combining quantitative and qualitative approaches to research.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00323,-0.003748042684212541,Canberra00121,News & Media Research Centre,"Peter Putnis is Emeritus Professor of Communication at the University of Canberra. He joined the University of Canberra in 1996 as Dean of the Faculty of Communication. Between 1999 and 2006 he was Pro-Vice-Chancellor of the University's Division of Communication and Education. In 2013/14 he was the Foundation Director of the University's News and Media Research Centre.He has been an Expert Panel Member for the Australian Research Council in the area of Humanities and Creative Arts. He is a past president of the Australian and New Zealand Communication Association and has headed the History Section of the International Association for Media and Communication Research. He has published six books as an author or editor as well as about 100 journal articles and book chapters. The focus of his more recent research has been on international communication and media history, especially the political economy of international news production in the nineteenth and twentieth century.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00159,-0.0033480969692170418,Canberra00121,Arts & Communication,"Dr Sam Hinton has more than 20 years experience in digital and internet-related media. Sam first started developing for the web back in 1993 when he downloaded NCSA Mosaic via a telnet FTP session. He's been studying and promoting the web ever since.From 1995 Sam worked at the ANU in the Centre for Networked Information and Publishing as the ANU's ""web master"". He left that job to do his PhD in 1998, and also to work on a mod for Quake III called Urban Terror, which ended up being a very successful and eye-opening look into the world of game development.In 2003 Sam joined the University of Canberra as a lecturer. Sam is the co-author of ""Understanding Social Media"" (2013) and is an active researcher in technical and social aspects of computational and digital technologies.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00111,0.003487967482339767,Canberra00121,Arts & Communication,"Dr Caroline Fisher is an Associate Professor of Communication and Discipline Lead of journalism at the University of Canberra. She is Deputy Director of the News and Media Research Centre and co-leader of the annual Digital News Report: Australia.Prior to academia Caroline Fisher was a reporter, presenter and producer for ABC News and Radio National,and spent three years as a ministerial media adviser to Anna Bligh in the Queensland government. Caroline is a recognised commentator on journalism, media and politics. She completed her PhD in 2014 which examined the career transition between journalism and parliamentary media advising.Areas ofTeachingDr Fisher teaches journalism and political communication. Units currently taught by Dr Fisher are:Street Stories - 11086Advocacy and Influence: Shaping Public opinion 11091Research InterestsTrust in newsNews consumptionRegional journalismPolitical Public Relations",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00215,0.01060130251682459,Canberra00121,Arts & Communication,"Jee Young Lee is a Lecturer at the Faculty of Arts & Design, University of Canberra. Her research focuses on social and cultural impacts of digital communication and technologies, including emerging digital excluded social groups in developed communities, digital engagement and digital trust among young people and growing technology adoption in emerging markets, such as Asia-Pacific regions, and its effects on individuals and societies. She is teaching postgraduate and Honours level Social Research Methods units.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00298,0.011912729824934899,Canberra00121,Arts & Communication,"Mathieu is Associate Professor of Communication at the University of Canberra’s News & Media Research Centre, where he leads the Critical Conversations Lab. Mathieu’s research focuses on the affordances of commons-based peer production such as free and open source software and Wikipedia. He is currently investigating how Wikipedia can assist in generating civic online reasoning and best fact-checking practice in three ACT schools (Co-developing a new approach to media literacy in the attention economy, ACT Education Directorate-UC, Affiliated Schools Research Program, 2021-2022). He also leads an international team researching the organisational and public policy implications of the co-production of free and open source software (Mapping the co-production of digital infrastructure by peer projects and firms, Sloan and Ford Foundations, Critical Digital Infrastructure Fund, 2019-2020). Mathieu has played a key role in developing the field of peer production studies by founding and editing the peer-reviewed Journal of Peer Production (2011-2021), by editing the Handbook of Peer Production (Wiley-Blackwell Handbooks in Communication and Media, 2021), and by founding an international think tank, the Digital Commons Policy Council, in 2021.Mathieu has also made significant contributions to the development of innovative online research methods and concepts, most recently thanks to an international project in which he is developing heuristics to detect online echo chambers (Bots Building Bridges (3B): Theoretical, Empirical, and Technological Foundations for Systems that Monitor and Support Political Deliberation Online, Volkswagen Foundation, Artificial Intelligence and the Society of the Future, 2021-2024). Mathieu is a founding member of the Virtual Observatory for the Study of Online Networks (VOSON), a world leader in web science and big data analytics located in the Australian National University, where Mathieu is Honorary Associate Professor of Sociology. Mathieu’s research on the adoption of innovation and the diffusion of health misinformation in the online environment brings together analytical frameworks such as social network analysis, actor-network theory and the sociologies of fields and controversies. The quality of this work was recognised when Mathieu and his co-author Robert Ackland were awarded the 2012 Communication, Information Technologies, and Media Sociology (CITAMS) section of the American Sociological Association Paper Award, which recognises an ‘outstanding published paper or book chapter related to the sociology of communications or the sociology of information technology.’ Mathieu and Rob are the sole recipients of the CITAMS Paper Award outside North America.Mathieu's research has been published in leading peer-reviewed journals such as Social Networks, Information, Communication & Society, Réseaux, New Media and Society, the International Journal of Communication, and Organization Studies, amongst others. He previously held academic appointments at the Université Stendhal - Grenoble 3, the Australian National University and the Université Paris Sorbonne. He has also worked as a magazine editor and exhibition curator in Singapore, and as a researcher for the Australian Department of Broadband, Communications and the Digital Economy.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00249,0.014442073202762216,Canberra00121,News & Media Research Centre,"Kerry McCallum is Director of the News & Media Research Centre. Her research in Political Communication specialises in the relationships between changing media and Australian social policy. Kerry has a strong record of grants management, publication and research translation. She is the co-author of 'The Dynamics of News and Indigenous Policy in Australia' (Intellect, 2017), and is currently lead investigator on the ARC-funded project 'Breaking Silences: Media and the Child Abuse Royal Commission'. Kerry is actively involved in the field of Communication and Media Studies in Australia and internationally; she is former President of the Australian and New Zealand Communication Association (ANZCA) and Member of the Australian Institute for Aboriginal and Torres Strait Islander Studies (AIATSIS). As an experienced academic leader Kerry has implemented and administered complex change management processes at the faculty, university and national levels. From 2017-19 she was UC's Academic Director (Dean) of Graduate Reserach, and member of the Australian Council of Graduate Research. This trajectory is supported and grounded by nearly a decade of previous professional experience working in federal parliament in political and media advisory roles.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00162,0.014641922793696641,Canberra00121,News & Media Research Centre,"Kate Holland is a Senior Research Fellow with the News & Media Research Centre at the University of Canberra. Kate’s research sits at the intersection of media studies and public health. She has led and worked on several collaborative research projects examining news reporting and its impacts in relation to topics such as mental health, violence against women, obesity, alcohol and pregnancy, swine flu. Kate specialises in qualitative methods including in-depth interviewing, focus groups, news framing, discourse and thematic analysis. Kate has held grants awarded by the Australian Research Council and the NHMRC. She was the recipient of an ARC Discovery Early Career Researcher Award DE140100100 (2014-2017) for the project ‘Mediating Mental Health: An Integrated Approach to Investigating Media and Social Actors’. Between 2009-2012 she held a Postdoctoral Fellowship with 'The Australian Health News Research Collaboration', a collaborative project between the Universities of Sydney, Canberra and Melbourne, funded by a NHMRC Capacity Building Grant in public health. She has also worked on grants and consultancies for the ACT City Renewal Authority, National Farmers Federation, Commonwealth Department of Health and Ageing, Department of Communication and the Arts, Foundation for Alcohol Research and Education, ANROWS, Our Watch, Carers Australia and Emergency Media and Public Affairs.Kate’s research has been published in journals such as Journalism Studies, Journalism, Critical Public Health, Social Semiotics, Health, Risk & Society, Journal of Sociology, Journal of Risk Research, Qualitative Health Research and Qualitative Inquiry. Kate has also published work on topics such as health humanities and research ethics. Kate is actively involved in national an international communication and media studies organisations. She served as a co-chair of the Health Communication and Change working group of the International Association for Media and Communication Research (IAMCR) between 2010-2016 and vice chair between 2016-2018. She has coordinated the Health stream of several conferences of the Australian and New Zealand Communication Association (ANZCA) and was co-convenor of the conference in 2019.",Canberra00121,Arts & Communication,"Professor Glen Fuller is the Head of School, School of Arts and Communication. He joined the University of Canberra as an Assistant Professor in 2011. He convened the Journalism program 2014-2016, the Master of Communication 2017-2020, and has served as Head of School 2018-present.Glen completed his PhD in 2007, graduating from the Centre for Cultural Research at the University of Western Sydney. He has a professional background in specialist magazine publishing."
Canberra00321,-0.03237829302637146,Canberra00382,Sport & Exercise Science,"Disa Pryor is an Associate Professor in Sport and Exercise Science at the University of Canberra. She completed both her undergraduate and master's degrees at the University of Sydney, before completing her PhD at the University of Canberra in 2015 (Title: Falls Risk Factors in Community-Dwelling Older Australians). Disa's primary research area is in healthy ageing and cognition. Over recent times she has become actively involved in the Scholarship of Teaching and Learning, with a particular interest in determinants of first-year success. She is a Senior Fellow of the Higher Education Academy and has completed her Graduate Certificate in Tertiary Education.Disa has been teaching at the tertiary level for over 20 years and she started her career at The University of Sydney. After five years as a pharmaceutical sales representative Disa took a position at the University of Canberra and has taught a variety of units including Microbiology, Clinical trials, Human Growth and Development and Pathobiology. She currently teaches Anatomy and Physiology.",Canberra00382,Education,"Elke is an experienced educator and researcher with international work and research experience. She is an applied linguist who brings her expertise tosolving language-related problemsin contexts such as language education, cross-cultural curriculum development, andpostgraduate supervision and assessment practice.Atthe University of CanberraElke has held several senior leadership positionsas Associate Dean International, Head of School, HDR (Higher Degree by Research) students Convenor, and Program Director TESOL. She serves currently as Associate Dean (Research & Development) in the Faculty of Education. Prior to joining the University of Canberra in 2007, she held university teaching and research positions in New Zealand (University of Otago), Australia (Australian National University) and Germany (University of Münster). She teaches undergraduate and postgraduate coursework and research students.In the local context she supports theACT Community Language Schools Associationand the Canberra Languages Network (CLN).She also acts as an advisor on the Tertiary Working Party for theSydney Institute for Community Languages Education(SICLE). In the international context, Elke has worked as a consultant in contexts as diverse as the University of the South Pacific (Fiji) and the University of Dammam (Saudi Arabia). Elke is also Research Ambassador for Germany for theGerman Academic Exchange Service (DAAD).As Deputy Chair of the Community of Associate Deans Research in Education (cADRE)Elke helps to facilitate and guide collaborative educational research on shared issues and promote a culture of research cooperation.Areas of Teaching and SupervisionElke's key teaching activitiesfocus on applied linguistics,language acquisition, language teaching methodology, sociolinguistics, and research methods. She currently supervises four PhD candidates in the areas of language education and applied linguistics. Elke hassuccessfully supervised more than ten doctoral students, many of whom came from neighbouring countries such as PNG, Vietnam or Indonesia. In2016 Elke was awarded theUniversity of Canberra Vice-Chancellor’s Award for Excellence in Supervision of Higher Degree by Research Candidatesin recognition of her experience in best practice research supervision.Research InterestElke's key research activitiesfocus on:blended and independent language learning and their relationship with learner autonomy and motivationcommunity language learningfeedback and assessment practices and peer learning in postgraduate supervision practicecurriculum development"
Canberra00148,-0.003285577214997275,Canberra00382,Education,"Maya is currently an Assistant Professor at University of Canberra. She formerly worked as a lecturer in the Learning and Teaching Group at UNSW Canberra for almost five years. She has 30 years teaching experience in diverse teaching contexts including teacher education in Australia and overseas, HDR research training, teaching humanities, design technology, TESOL and academic literacy. Maya also currently works as an education consultant. She researches and publishes in the fields of teacher education, applied linguistics, higher degree research training and literacy teaching.",Canberra00382,Education,"Elke is an experienced educator and researcher with international work and research experience. She is an applied linguist who brings her expertise tosolving language-related problemsin contexts such as language education, cross-cultural curriculum development, andpostgraduate supervision and assessment practice.Atthe University of CanberraElke has held several senior leadership positionsas Associate Dean International, Head of School, HDR (Higher Degree by Research) students Convenor, and Program Director TESOL. She serves currently as Associate Dean (Research & Development) in the Faculty of Education. Prior to joining the University of Canberra in 2007, she held university teaching and research positions in New Zealand (University of Otago), Australia (Australian National University) and Germany (University of Münster). She teaches undergraduate and postgraduate coursework and research students.In the local context she supports theACT Community Language Schools Associationand the Canberra Languages Network (CLN).She also acts as an advisor on the Tertiary Working Party for theSydney Institute for Community Languages Education(SICLE). In the international context, Elke has worked as a consultant in contexts as diverse as the University of the South Pacific (Fiji) and the University of Dammam (Saudi Arabia). Elke is also Research Ambassador for Germany for theGerman Academic Exchange Service (DAAD).As Deputy Chair of the Community of Associate Deans Research in Education (cADRE)Elke helps to facilitate and guide collaborative educational research on shared issues and promote a culture of research cooperation.Areas of Teaching and SupervisionElke's key teaching activitiesfocus on applied linguistics,language acquisition, language teaching methodology, sociolinguistics, and research methods. She currently supervises four PhD candidates in the areas of language education and applied linguistics. Elke hassuccessfully supervised more than ten doctoral students, many of whom came from neighbouring countries such as PNG, Vietnam or Indonesia. In2016 Elke was awarded theUniversity of Canberra Vice-Chancellor’s Award for Excellence in Supervision of Higher Degree by Research Candidatesin recognition of her experience in best practice research supervision.Research InterestElke's key research activitiesfocus on:blended and independent language learning and their relationship with learner autonomy and motivationcommunity language learningfeedback and assessment practices and peer learning in postgraduate supervision practicecurriculum development"
Canberra00451,0.0001304763837745278,Canberra00382,Medical Radiation Science,"Abel completed his Doctor of Philosophy in biological sciences in Feb 2018. He has a breadth of clinical experiences in diagnostic X-ray imaging. He have comprehensive experiences working with imaging processing in CT, MRI, 3D angio images for 3D stereo display and interactive surgical planning. Abel is passionate about science and research. He believes science and technologies are for improving living environment and health outcomes. He is an active advocate in traslating evidence based research into practical applications. Abel is working on optimisation of image quality and reduction of radiation exposures to patients. He is also developing applications of convolutional neural network algorithms for digital image quality enhancement and diagnosis.",Canberra00382,Education,"Elke is an experienced educator and researcher with international work and research experience. She is an applied linguist who brings her expertise tosolving language-related problemsin contexts such as language education, cross-cultural curriculum development, andpostgraduate supervision and assessment practice.Atthe University of CanberraElke has held several senior leadership positionsas Associate Dean International, Head of School, HDR (Higher Degree by Research) students Convenor, and Program Director TESOL. She serves currently as Associate Dean (Research & Development) in the Faculty of Education. Prior to joining the University of Canberra in 2007, she held university teaching and research positions in New Zealand (University of Otago), Australia (Australian National University) and Germany (University of Münster). She teaches undergraduate and postgraduate coursework and research students.In the local context she supports theACT Community Language Schools Associationand the Canberra Languages Network (CLN).She also acts as an advisor on the Tertiary Working Party for theSydney Institute for Community Languages Education(SICLE). In the international context, Elke has worked as a consultant in contexts as diverse as the University of the South Pacific (Fiji) and the University of Dammam (Saudi Arabia). Elke is also Research Ambassador for Germany for theGerman Academic Exchange Service (DAAD).As Deputy Chair of the Community of Associate Deans Research in Education (cADRE)Elke helps to facilitate and guide collaborative educational research on shared issues and promote a culture of research cooperation.Areas of Teaching and SupervisionElke's key teaching activitiesfocus on applied linguistics,language acquisition, language teaching methodology, sociolinguistics, and research methods. She currently supervises four PhD candidates in the areas of language education and applied linguistics. Elke hassuccessfully supervised more than ten doctoral students, many of whom came from neighbouring countries such as PNG, Vietnam or Indonesia. In2016 Elke was awarded theUniversity of Canberra Vice-Chancellor’s Award for Excellence in Supervision of Higher Degree by Research Candidatesin recognition of her experience in best practice research supervision.Research InterestElke's key research activitiesfocus on:blended and independent language learning and their relationship with learner autonomy and motivationcommunity language learningfeedback and assessment practices and peer learning in postgraduate supervision practicecurriculum development"
Canberra00200,0.0005790943118364963,Canberra00382,"Information, Technology (IT) & Systems",,Canberra00382,Education,"Elke is an experienced educator and researcher with international work and research experience. She is an applied linguist who brings her expertise tosolving language-related problemsin contexts such as language education, cross-cultural curriculum development, andpostgraduate supervision and assessment practice.Atthe University of CanberraElke has held several senior leadership positionsas Associate Dean International, Head of School, HDR (Higher Degree by Research) students Convenor, and Program Director TESOL. She serves currently as Associate Dean (Research & Development) in the Faculty of Education. Prior to joining the University of Canberra in 2007, she held university teaching and research positions in New Zealand (University of Otago), Australia (Australian National University) and Germany (University of Münster). She teaches undergraduate and postgraduate coursework and research students.In the local context she supports theACT Community Language Schools Associationand the Canberra Languages Network (CLN).She also acts as an advisor on the Tertiary Working Party for theSydney Institute for Community Languages Education(SICLE). In the international context, Elke has worked as a consultant in contexts as diverse as the University of the South Pacific (Fiji) and the University of Dammam (Saudi Arabia). Elke is also Research Ambassador for Germany for theGerman Academic Exchange Service (DAAD).As Deputy Chair of the Community of Associate Deans Research in Education (cADRE)Elke helps to facilitate and guide collaborative educational research on shared issues and promote a culture of research cooperation.Areas of Teaching and SupervisionElke's key teaching activitiesfocus on applied linguistics,language acquisition, language teaching methodology, sociolinguistics, and research methods. She currently supervises four PhD candidates in the areas of language education and applied linguistics. Elke hassuccessfully supervised more than ten doctoral students, many of whom came from neighbouring countries such as PNG, Vietnam or Indonesia. In2016 Elke was awarded theUniversity of Canberra Vice-Chancellor’s Award for Excellence in Supervision of Higher Degree by Research Candidatesin recognition of her experience in best practice research supervision.Research InterestElke's key research activitiesfocus on:blended and independent language learning and their relationship with learner autonomy and motivationcommunity language learningfeedback and assessment practices and peer learning in postgraduate supervision practicecurriculum development"
Canberra00035,0.013453602855998264,Canberra00382,Centre for Sustainable Communities,,Canberra00382,Education,"Elke is an experienced educator and researcher with international work and research experience. She is an applied linguist who brings her expertise tosolving language-related problemsin contexts such as language education, cross-cultural curriculum development, andpostgraduate supervision and assessment practice.Atthe University of CanberraElke has held several senior leadership positionsas Associate Dean International, Head of School, HDR (Higher Degree by Research) students Convenor, and Program Director TESOL. She serves currently as Associate Dean (Research & Development) in the Faculty of Education. Prior to joining the University of Canberra in 2007, she held university teaching and research positions in New Zealand (University of Otago), Australia (Australian National University) and Germany (University of Münster). She teaches undergraduate and postgraduate coursework and research students.In the local context she supports theACT Community Language Schools Associationand the Canberra Languages Network (CLN).She also acts as an advisor on the Tertiary Working Party for theSydney Institute for Community Languages Education(SICLE). In the international context, Elke has worked as a consultant in contexts as diverse as the University of the South Pacific (Fiji) and the University of Dammam (Saudi Arabia). Elke is also Research Ambassador for Germany for theGerman Academic Exchange Service (DAAD).As Deputy Chair of the Community of Associate Deans Research in Education (cADRE)Elke helps to facilitate and guide collaborative educational research on shared issues and promote a culture of research cooperation.Areas of Teaching and SupervisionElke's key teaching activitiesfocus on applied linguistics,language acquisition, language teaching methodology, sociolinguistics, and research methods. She currently supervises four PhD candidates in the areas of language education and applied linguistics. Elke hassuccessfully supervised more than ten doctoral students, many of whom came from neighbouring countries such as PNG, Vietnam or Indonesia. In2016 Elke was awarded theUniversity of Canberra Vice-Chancellor’s Award for Excellence in Supervision of Higher Degree by Research Candidatesin recognition of her experience in best practice research supervision.Research InterestElke's key research activitiesfocus on:blended and independent language learning and their relationship with learner autonomy and motivationcommunity language learningfeedback and assessment practices and peer learning in postgraduate supervision practicecurriculum development"
