Staff ID,Tag,weight,Tag_type
Canberra61585a64d7b0c43ebd7551de,software,0.39,project_key
Canberra61585a64d7b0c43ebd7551de,history of science,0.36,project_key
Canberra61585a64d7b0c43ebd7551de,meta-analysis,0.74,project_key
Canberra61585a64d7b0c43ebd7551de,systematic reviews,0.73,project_key
Canberra61585a64d7b0c43ebd7551de,lipids,0.63,project_key
Canberra61585a64d7b0c43ebd7551de,hdl lipoproteins,0.12,project_key
Canberra61585a64d7b0c43ebd7551de,ldl lipoproteins,0.12,project_key
Canberra61585a64d7b0c43ebd7551de,growth differentiation factors,1.0,project_key
Canberra61585a64d7b0c43ebd7551de,growth differentiation factor 15,0.98,project_key
Canberra61585a64d7b0c43ebd7551de,transforming growth factors,0.84,project_key
Canberra61585a64d7b0c43ebd7551de,transforming growth factors,0.66,project_key
Canberra61585a64d7b0c43ebd7551de,cytokines,0.6,project_key
Canberra61585a64d7b0c43ebd7551de,frontotemporal dementia with motor neuron disease,1.0,project_key
Canberra61585a64d7b0c43ebd7551de,atrophy,0.55,project_key
Canberra61585a64d7b0c43ebd7551de,gyrus cinguli,0.33,project_key
Canberra61585a64d7b0c43ebd7551de,motor cortex,0.32,project_key
Canberra61585a64d7b0c43ebd7551de,prefrontal cortex,0.19,project_key
Canberra61585a81d7b0c43ebd7551e1,codes of conduct,1.0,project_key
Canberra61585a81d7b0c43ebd7551e1,microfinance,0.87,project_key
Canberra61585a81d7b0c43ebd7551e1,microfinance institutions,0.75,project_key
Canberra61585a81d7b0c43ebd7551e1,india,0.35,project_key
Canberra61585a81d7b0c43ebd7551e1,workable competition,0.29,project_key
Canberra61585a81d7b0c43ebd7551e1,trade agreement,1.0,project_key
Canberra61585a81d7b0c43ebd7551e1,insurance,0.88,project_key
Canberra61585a81d7b0c43ebd7551e1,dispute resolution mechanism,0.68,project_key
Canberra61585a81d7b0c43ebd7551e1,investment policy,0.63,project_key
Canberra61585a81d7b0c43ebd7551e1,welfare economics,0.62,project_key
Canberra61585a81d7b0c43ebd7551e1,cost-benefit analysis,1.0,project_key
Canberra61585a81d7b0c43ebd7551e1,distributional impacts,0.89,project_key
Canberra61585a81d7b0c43ebd7551e1,airports,0.68,project_key
Canberra61585a81d7b0c43ebd7551e1,discount rate,0.68,project_key
Canberra61585aa8d7b0c43ebd7551e2,carbidopa,0.26,project_key
Canberra61585aa8d7b0c43ebd7551e2,levodopa drug combination carbidopa,0.86,project_key
Canberra61585aa8d7b0c43ebd7551e2,myopia,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,levodopa,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,chickens,0.79,project_key
Canberra61585aa8d7b0c43ebd7551e2,complementarity,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,microrna,0.85,project_key
Canberra61585aa8d7b0c43ebd7551e2,animals,0.06,project_key
Canberra61585aa8d7b0c43ebd7551e2,conservation,0.8,project_key
Canberra61585aa8d7b0c43ebd7551e2,branching,0.77,project_key
Canberra61585aa8d7b0c43ebd7551e2,lenses,0.84,project_key
Canberra61585aa8d7b0c43ebd7551e2,pharmacology,0.59,project_key
Canberra61585aa8d7b0c43ebd7551e2,adtn,0.87,project_key
Canberra61585aa8d7b0c43ebd7551e2,dopamine,0.45,project_key
Canberra61585aa8d7b0c43ebd7551e2,spiperone,0.41,project_key
Canberra61585aa8d7b0c43ebd7551e2,sch 23390,0.17,project_key
Canberra61585aa8d7b0c43ebd7551e2,bhutan,0.33,project_key
Canberra61585aa8d7b0c43ebd7551e2,referral and consultation,0.14,project_key
Canberra61585aa8d7b0c43ebd7551e2,logistic models,0.13,project_key
Canberra61585aa8d7b0c43ebd7551e2,southeastern asia,0.12,project_key
Canberra61585aa8d7b0c43ebd7551e2,ophthalmic solutions,0.37,project_key
Canberra61585aa8d7b0c43ebd7551e2,intravitreal injections,0.3,project_key
Canberra61585aa8d7b0c43ebd7551e2,deuterium,0.17,project_key
Canberra61585aa8d7b0c43ebd7551e2,eye,0.5,project_key
Canberra61585aa8d7b0c43ebd7551e2,safety,0.52,project_key
Canberra61585aa8d7b0c43ebd7551e2,theoretical models,0.72,project_key
Canberra61585aa8d7b0c43ebd7551e2,growth,0.42,project_key
Canberra61585aa8d7b0c43ebd7551e2,animal models,0.27,project_key
Canberra61585aa8d7b0c43ebd7551e2,epidemics,0.77,project_key
Canberra61585aa8d7b0c43ebd7551e2,causality,0.16,project_key
Canberra61585aa8d7b0c43ebd7551e2,young adult,0.14,project_key
Canberra61585aa8d7b0c43ebd7551e2,degenerative myopia,0.14,project_key
Canberra61585aa8d7b0c43ebd7551e2,dopamine d1 receptors,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,light,0.63,project_key
Canberra61585aa8d7b0c43ebd7551e2,ecopipam,0.21,project_key
Canberra61585aa8d7b0c43ebd7551e2,retina,0.71,project_key
Canberra61585aa8d7b0c43ebd7551e2,caste,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,honeybee,0.99,project_key
Canberra61585aa8d7b0c43ebd7551e2,bees,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,bee,0.83,project_key
Canberra61585aa8d7b0c43ebd7551e2,methylation,0.8,project_key
Canberra61585aa8d7b0c43ebd7551e2,swainsonine,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,mannosidases,0.99,project_key
Canberra61585aa8d7b0c43ebd7551e2,swainsonine,0.91,project_key
Canberra61585aa8d7b0c43ebd7551e2,mannosidases,0.86,project_key
Canberra61585aa8d7b0c43ebd7551e2,vision disorders,0.99,project_key
Canberra61585aa8d7b0c43ebd7551e2,antioxidants,0.67,project_key
Canberra61585aa8d7b0c43ebd7551e2,neurotransmitter agents,0.38,project_key
Canberra61585aa8d7b0c43ebd7551e2,tupaiidae,0.2,project_key
Canberra61585aa8d7b0c43ebd7551e2,honey,0.99,project_key
Canberra61585aa8d7b0c43ebd7551e2,social class,0.7,project_key
Canberra61585aa8d7b0c43ebd7551e2,micrornas,0.64,project_key
Canberra61585aa8d7b0c43ebd7551e2,genome,0.2,project_key
Canberra61585aa8d7b0c43ebd7551e2,f 4,0.15,project_key
Canberra61585aa8d7b0c43ebd7551e2,direction compound,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,messenger rna,0.78,project_key
Canberra61585aa8d7b0c43ebd7551e2,animal model,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,nonhuman primate,0.11,project_key
Canberra61585aa8d7b0c43ebd7551e2,plasticity,0.1,project_key
Canberra61585aa8d7b0c43ebd7551e2,pathway,0.08,project_key
Canberra61585aa8d7b0c43ebd7551e2,research personnel,0.63,project_key
Canberra61585aa8d7b0c43ebd7551e2,dopamine d2 receptor antagonists,0.26,project_key
Canberra61585aa8d7b0c43ebd7551e2,refractive errors,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,proteomics,0.79,project_key
Canberra61585aa8d7b0c43ebd7551e2,glucagon,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,rna,0.71,project_key
Canberra61585aa8d7b0c43ebd7551e2,crystallins,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,amacrine cells,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,crystalline lens,0.47,project_key
Canberra61585aa8d7b0c43ebd7551e2,gene expression,0.45,project_key
Canberra61585aa8d7b0c43ebd7551e2,genes,0.3,project_key
Canberra61585aa8d7b0c43ebd7551e2,dopamine antagonists,0.36,project_key
Canberra61585aa8d7b0c43ebd7551e2,sunlight,0.27,project_key
Canberra61585aa8d7b0c43ebd7551e2,withholding treatment,0.13,project_key
Canberra61585aa8d7b0c43ebd7551e2,muscarinic antagonists,1.0,project_key
Canberra61585aa8d7b0c43ebd7551e2,dopamine agonists,0.92,project_key
Canberra61585ab1d7b0c43ebd7551e3,social presence,1.0,project_key
Canberra61585ab1d7b0c43ebd7551e3,self-service technology,1.0,project_key
Canberra61585ab1d7b0c43ebd7551e3,travel,0.66,project_key
Canberra61585ab1d7b0c43ebd7551e3,service provider,0.59,project_key
Canberra61585ab1d7b0c43ebd7551e3,costs,0.56,project_key
Canberra61585ab1d7b0c43ebd7551e3,services,0.46,project_key
Canberra61585ab1d7b0c43ebd7551e3,web sites,0.44,project_key
Canberra61585ab1d7b0c43ebd7551e3,service encounter,0.43,project_key
Canberra61585ab1d7b0c43ebd7551e3,service employees,0.42,project_key
Canberra61585ab1d7b0c43ebd7551e3,interaction,0.4,project_key
Canberra61585abdd7b0c43ebd7551e4,systematic reviews,1.0,project_key
Canberra61585abdd7b0c43ebd7551e4,midwifery,0.89,project_key
Canberra61585abdd7b0c43ebd7551e4,workforce,0.42,project_key
Canberra61585abdd7b0c43ebd7551e4,safety,0.38,project_key
Canberra61585abdd7b0c43ebd7551e4,women's health services,0.36,project_key
Canberra61585abdd7b0c43ebd7551e4,self report,0.78,project_key
Canberra61585abdd7b0c43ebd7551e4,principal component analysis,0.13,project_key
Canberra61585abdd7b0c43ebd7551e4,new zealand,0.13,project_key
Canberra61585abdd7b0c43ebd7551e4,job satisfaction,1.0,project_key
Canberra61585abdd7b0c43ebd7551e4,continuity of patient care,0.97,project_key
Canberra61585abdd7b0c43ebd7551e4,hand,0.63,project_key
Canberra61585abdd7b0c43ebd7551e4,students,0.34,project_key
Canberra61585abdd7b0c43ebd7551e4,curriculum,0.87,project_key
Canberra61585abdd7b0c43ebd7551e4,learning,0.32,project_key
Canberra61585abdd7b0c43ebd7551e4,accreditation,0.19,project_key
Canberra61585abdd7b0c43ebd7551e4,infant health,1.0,project_key
Canberra61585abdd7b0c43ebd7551e4,united nations,1.0,project_key
Canberra61585abdd7b0c43ebd7551e4,interviews,0.27,project_key
Canberra61585abdd7b0c43ebd7551e4,breast feeding,1.0,project_key
Canberra61585abdd7b0c43ebd7551e4,subcutaneous infusions,1.0,project_key
Canberra61585abdd7b0c43ebd7551e4,type 1 diabetes mellitus,0.68,project_key
Canberra61585abdd7b0c43ebd7551e4,insulin,0.51,project_key
Canberra61585abdd7b0c43ebd7551e4,therapeutics,0.12,project_key
Canberra61585abdd7b0c43ebd7551e4,consciousness,0.08,project_key
Canberra61585abdd7b0c43ebd7551e4,practice (psychology),0.92,project_key
Canberra61585abdd7b0c43ebd7551e4,education,0.56,project_key
Canberra61585abdd7b0c43ebd7551e4,health,0.3,project_key
Canberra61585abdd7b0c43ebd7551e4,infant,0.18,project_key
Canberra61585abdd7b0c43ebd7551e4,health,0.12,project_key
Canberra61585abdd7b0c43ebd7551e4,stakeholder,0.15,project_key
Canberra61585abdd7b0c43ebd7551e4,walking,0.77,project_key
Canberra61585abdd7b0c43ebd7551e4,global health,0.14,project_key
Canberra61585abdd7b0c43ebd7551e4,health promotion,0.14,project_key
Canberra61585abdd7b0c43ebd7551e4,motivation,0.11,project_key
Canberra61585abdd7b0c43ebd7551e4,federal government,0.27,project_key
Canberra61585abdd7b0c43ebd7551e4,nutrition policy,0.26,project_key
Canberra61585abdd7b0c43ebd7551e4,volunteers,0.17,project_key
Canberra61585abdd7b0c43ebd7551e4,infant care,0.16,project_key
Canberra61585abdd7b0c43ebd7551e4,libraries,0.11,project_key
Canberra61585abdd7b0c43ebd7551e4,nursing,0.1,project_key
Canberra61585abdd7b0c43ebd7551e4,translational medical research,0.93,project_key
Canberra61585abdd7b0c43ebd7551e4,health policy,0.13,project_key
Canberra61585abdd7b0c43ebd7551e4,intimate partner violence,1.0,project_key
Canberra61585abdd7b0c43ebd7551e4,pregnancy,0.46,project_key
Canberra61585abdd7b0c43ebd7551e4,administrative personnel,0.81,project_key
Canberra61585abdd7b0c43ebd7551e4,delivery of health care,0.5,project_key
Canberra61585abdd7b0c43ebd7551e4,policy making,0.19,project_key
Canberra61585abdd7b0c43ebd7551e4,civil rights,0.6,project_key
Canberra61585abdd7b0c43ebd7551e4,posters,0.11,project_key
Canberra61585abdd7b0c43ebd7551e4,evaluation studies,0.08,project_key
Canberra61585abdd7b0c43ebd7551e4,income,0.07,project_key
Canberra61585abdd7b0c43ebd7551e4,health facilities,0.29,project_key
Canberra61585abdd7b0c43ebd7551e4,conflict (psychology),0.27,project_key
Canberra61585acfd7b0c43ebd7551e5,political participation,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,protest,0.91,project_key
Canberra61585acfd7b0c43ebd7551e5,participation,0.52,project_key
Canberra61585acfd7b0c43ebd7551e5,deliberative democracy,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,deliberation,0.19,project_key
Canberra61585acfd7b0c43ebd7551e5,speaking,0.6,project_key
Canberra61585acfd7b0c43ebd7551e5,disinformation,0.4,project_key
Canberra61585acfd7b0c43ebd7551e5,normalization,0.28,project_key
Canberra61585acfd7b0c43ebd7551e5,polarization,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,empirical research,0.22,project_key
Canberra61585acfd7b0c43ebd7551e5,emergency,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,democracy,0.58,project_key
Canberra61585acfd7b0c43ebd7551e5,democracy,0.18,project_key
Canberra61585acfd7b0c43ebd7551e5,institutional infrastructure,0.28,project_key
Canberra61585acfd7b0c43ebd7551e5,state of emergency,0.28,project_key
Canberra61585acfd7b0c43ebd7551e5,public health,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,fluxes,0.67,project_key
Canberra61585acfd7b0c43ebd7551e5,participatory democracy,0.29,project_key
Canberra61585acfd7b0c43ebd7551e5,postal service,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,democratic institutions,0.87,project_key
Canberra61585acfd7b0c43ebd7551e5,authoritarianism,0.74,project_key
Canberra61585acfd7b0c43ebd7551e5,presidential election,0.7,project_key
Canberra61585acfd7b0c43ebd7551e5,integrity,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,representative democracy,0.6,project_key
Canberra61585acfd7b0c43ebd7551e5,reform,0.68,project_key
Canberra61585acfd7b0c43ebd7551e5,communication,0.42,project_key
Canberra61585acfd7b0c43ebd7551e5,inclusion,0.55,project_key
Canberra61585acfd7b0c43ebd7551e5,non-verbal communication,0.33,project_key
Canberra61585acfd7b0c43ebd7551e5,interpretation,0.22,project_key
Canberra61585acfd7b0c43ebd7551e5,roundtable discussion,0.74,project_key
Canberra61585acfd7b0c43ebd7551e5,hamburg,0.68,project_key
Canberra61585acfd7b0c43ebd7551e5,policy studies,0.23,project_key
Canberra61585acfd7b0c43ebd7551e5,deliberative democracy,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,politician,0.48,project_key
Canberra61585acfd7b0c43ebd7551e5,policymaker,0.47,project_key
Canberra61585acfd7b0c43ebd7551e5,democratic theory,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,interconnection,0.56,project_key
Canberra61585acfd7b0c43ebd7551e5,opinion formation,0.38,project_key
Canberra61585acfd7b0c43ebd7551e5,neoliberalism,0.98,project_key
Canberra61585acfd7b0c43ebd7551e5,research articles,0.94,project_key
Canberra61585acfd7b0c43ebd7551e5,book review,0.91,project_key
Canberra61585acfd7b0c43ebd7551e5,working through,0.87,project_key
Canberra61585acfd7b0c43ebd7551e5,citizen,0.16,project_key
Canberra61585acfd7b0c43ebd7551e5,public,0.7,project_key
Canberra61585acfd7b0c43ebd7551e5,enclave,0.41,project_key
Canberra61585acfd7b0c43ebd7551e5,politics,0.68,project_key
Canberra61585acfd7b0c43ebd7551e5,policy making,0.18,project_key
Canberra61585acfd7b0c43ebd7551e5,turkey,0.52,project_key
Canberra61585acfd7b0c43ebd7551e5,brazil,0.78,project_key
Canberra61585acfd7b0c43ebd7551e5,event,0.64,project_key
Canberra61585acfd7b0c43ebd7551e5,cause,0.17,project_key
Canberra61585acfd7b0c43ebd7551e5,collective decision,0.49,project_key
Canberra61585acfd7b0c43ebd7551e5,crisis of democracy,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,pathway,0.52,project_key
Canberra61585acfd7b0c43ebd7551e5,innovation,0.43,project_key
Canberra61585acfd7b0c43ebd7551e5,coal,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,opposition,0.74,project_key
Canberra61585acfd7b0c43ebd7551e5,emotion,0.69,project_key
Canberra61585acfd7b0c43ebd7551e5,rural area,0.26,project_key
Canberra61585acfd7b0c43ebd7551e5,coping,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,metaphor,0.56,project_key
Canberra61585acfd7b0c43ebd7551e5,guarantee,0.56,project_key
Canberra61585acfd7b0c43ebd7551e5,conversation,0.2,project_key
Canberra61585acfd7b0c43ebd7551e5,time,0.52,project_key
Canberra61585acfd7b0c43ebd7551e5,anger,0.88,project_key
Canberra61585acfd7b0c43ebd7551e5,environmental issues,0.23,project_key
Canberra61585acfd7b0c43ebd7551e5,farmer,0.2,project_key
Canberra61585acfd7b0c43ebd7551e5,ontology,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,epistemology,0.99,project_key
Canberra61585acfd7b0c43ebd7551e5,political science,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,textbook,0.59,project_key
Canberra61585acfd7b0c43ebd7551e5,radicalism,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,multicultural society,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,communication,0.44,project_key
Canberra61585acfd7b0c43ebd7551e5,radicalization,0.35,project_key
Canberra61585acfd7b0c43ebd7551e5,pluralism,0.96,project_key
Canberra61585acfd7b0c43ebd7551e5,honor,0.91,project_key
Canberra61585acfd7b0c43ebd7551e5,research method,0.58,project_key
Canberra61585acfd7b0c43ebd7551e5,social scientist,0.2,project_key
Canberra61585acfd7b0c43ebd7551e5,normative theory,0.73,project_key
Canberra61585acfd7b0c43ebd7551e5,peace process,0.94,project_key
Canberra61585acfd7b0c43ebd7551e5,process analysis,0.24,project_key
Canberra61585acfd7b0c43ebd7551e5,dismantling,0.24,project_key
Canberra61585acfd7b0c43ebd7551e5,political decision making,0.51,project_key
Canberra61585acfd7b0c43ebd7551e5,political decision,0.47,project_key
Canberra61585acfd7b0c43ebd7551e5,community center,0.65,project_key
Canberra61585acfd7b0c43ebd7551e5,organization and institution,0.62,project_key
Canberra61585acfd7b0c43ebd7551e5,political institution,0.5,project_key
Canberra61585acfd7b0c43ebd7551e5,environmental politics,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,dramaturgy,0.91,project_key
Canberra61585acfd7b0c43ebd7551e5,social media,0.77,project_key
Canberra61585acfd7b0c43ebd7551e5,empirical analysis,0.72,project_key
Canberra61585acfd7b0c43ebd7551e5,qualitative method,0.96,project_key
Canberra61585acfd7b0c43ebd7551e5,statistical method,0.38,project_key
Canberra61585acfd7b0c43ebd7551e5,quantitative method,0.35,project_key
Canberra61585acfd7b0c43ebd7551e5,examination,0.11,project_key
Canberra61585acfd7b0c43ebd7551e5,cultural diversity,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,homicide,0.63,project_key
Canberra61585acfd7b0c43ebd7551e5,germany,0.6,project_key
Canberra61585acfd7b0c43ebd7551e5,protest movement,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,festival,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,aristotle,0.26,project_key
Canberra61585acfd7b0c43ebd7551e5,aggregation,0.21,project_key
Canberra61585acfd7b0c43ebd7551e5,rationality,0.19,project_key
Canberra61585acfd7b0c43ebd7551e5,trend,0.49,project_key
Canberra61585acfd7b0c43ebd7551e5,immigration,0.23,project_key
Canberra61585acfd7b0c43ebd7551e5,society,0.07,project_key
Canberra61585acfd7b0c43ebd7551e5,political movement,0.17,project_key
Canberra61585acfd7b0c43ebd7551e5,internet,1.0,project_key
Canberra61585acfd7b0c43ebd7551e5,promotion,0.39,project_key
Canberra61585acfd7b0c43ebd7551e5,sociability,0.3,project_key
Canberra61585acfd7b0c43ebd7551e5,political conflict,0.3,project_key
Canberra61585acfd7b0c43ebd7551e5,erosion,0.28,project_key
Canberra61585acfd7b0c43ebd7551e5,presumption,0.2,project_key
Canberra61585acfd7b0c43ebd7551e5,social movements,0.25,project_key
Canberra61585acfd7b0c43ebd7551e5,islamic discourse,0.82,project_key
Canberra61585acfd7b0c43ebd7551e5,muslim societies,0.69,project_key
Canberra61585acfd7b0c43ebd7551e5,longitudinal study,0.55,project_key
Canberra61585acfd7b0c43ebd7551e5,discourse,0.51,project_key
Canberra61585adfd7b0c43ebd7551e6,twenty-first century,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,global power,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,globalization,0.27,project_key
Canberra61585adfd7b0c43ebd7551e6,leader,0.23,project_key
Canberra61585adfd7b0c43ebd7551e6,present,0.2,project_key
Canberra61585adfd7b0c43ebd7551e6,information warfare,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,great power,0.76,project_key
Canberra61585adfd7b0c43ebd7551e6,resilience,0.29,project_key
Canberra61585adfd7b0c43ebd7551e6,russia,0.73,project_key
Canberra61585adfd7b0c43ebd7551e6,regime,0.24,project_key
Canberra61585adfd7b0c43ebd7551e6,echr,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,public health,0.6,project_key
Canberra61585adfd7b0c43ebd7551e6,responsibility,0.45,project_key
Canberra61585adfd7b0c43ebd7551e6,obligation,0.44,project_key
Canberra61585adfd7b0c43ebd7551e6,human rights,0.46,project_key
Canberra61585adfd7b0c43ebd7551e6,international criminal justice,0.53,project_key
Canberra61585adfd7b0c43ebd7551e6,african union,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,immunity,0.4,project_key
Canberra61585adfd7b0c43ebd7551e6,criticism,0.28,project_key
Canberra61585adfd7b0c43ebd7551e6,advisory opinions,0.26,project_key
Canberra61585adfd7b0c43ebd7551e6,erosion,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,sovereignty,0.85,project_key
Canberra61585adfd7b0c43ebd7551e6,communist party,0.78,project_key
Canberra61585adfd7b0c43ebd7551e6,disinformation,0.29,project_key
Canberra61585adfd7b0c43ebd7551e6,new zealand,0.39,project_key
Canberra61585adfd7b0c43ebd7551e6,warfare,0.57,project_key
Canberra61585adfd7b0c43ebd7551e6,annexation,0.34,project_key
Canberra61585adfd7b0c43ebd7551e6,policy approach,0.29,project_key
Canberra61585adfd7b0c43ebd7551e6,military operations,0.66,project_key
Canberra61585adfd7b0c43ebd7551e6,law,0.51,project_key
Canberra61585adfd7b0c43ebd7551e6,constitutional state,0.32,project_key
Canberra61585adfd7b0c43ebd7551e6,abuse,0.31,project_key
Canberra61585adfd7b0c43ebd7551e6,international criminal court,0.9,project_key
Canberra61585adfd7b0c43ebd7551e6,statute,0.68,project_key
Canberra61585adfd7b0c43ebd7551e6,aggression,0.64,project_key
Canberra61585adfd7b0c43ebd7551e6,offense,0.3,project_key
Canberra61585adfd7b0c43ebd7551e6,exclusion,0.25,project_key
Canberra61585adfd7b0c43ebd7551e6,international criminal law,0.48,project_key
Canberra61585adfd7b0c43ebd7551e6,international legal principles,0.26,project_key
Canberra61585adfd7b0c43ebd7551e6,signatory state,0.25,project_key
Canberra61585adfd7b0c43ebd7551e6,arab spring,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,middle east,0.27,project_key
Canberra61585adfd7b0c43ebd7551e6,qatar,0.51,project_key
Canberra61585adfd7b0c43ebd7551e6,libya,0.49,project_key
Canberra61585adfd7b0c43ebd7551e6,national security,0.8,project_key
Canberra61585adfd7b0c43ebd7551e6,threat,0.4,project_key
Canberra61585adfd7b0c43ebd7551e6,european court,0.47,project_key
Canberra61585adfd7b0c43ebd7551e6,weapon,0.59,project_key
Canberra61585adfd7b0c43ebd7551e6,international rules,0.43,project_key
Canberra61585adfd7b0c43ebd7551e6,republic of south africa,0.66,project_key
Canberra61585adfd7b0c43ebd7551e6,ukraine,0.4,project_key
Canberra61585adfd7b0c43ebd7551e6,vulnerability,0.36,project_key
Canberra61585adfd7b0c43ebd7551e6,social justice,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,justice,0.56,project_key
Canberra61585adfd7b0c43ebd7551e6,observation,0.09,project_key
Canberra61585adfd7b0c43ebd7551e6,peace,1.0,project_key
Canberra61585adfd7b0c43ebd7551e6,military doctrine,0.46,project_key
Canberra61585adfd7b0c43ebd7551e6,terrorism,0.63,project_key
Canberra61585adfd7b0c43ebd7551e6,jurisprudence,0.93,project_key
Canberra61585adfd7b0c43ebd7551e6,apartheid,0.7,project_key
Canberra61585adfd7b0c43ebd7551e6,aboriginal land right,0.69,project_key
Canberra61585adfd7b0c43ebd7551e6,territories,0.62,project_key
Canberra61585adfd7b0c43ebd7551e6,military,0.65,project_key
Canberra61585adfd7b0c43ebd7551e6,international legal rules,0.64,project_key
Canberra61585adfd7b0c43ebd7551e6,alleged violations,0.58,project_key
Canberra61585adfd7b0c43ebd7551e6,violation of the law,0.57,project_key
Canberra61585adfd7b0c43ebd7551e6,occupied territory,0.53,project_key
Canberra61585adfd7b0c43ebd7551e6,human rights violation,0.43,project_key
