id,weight,orig_id
GrantsGO2537,-0.8370255714999999,GrantsGO188
GrantsGO4300,-0.8290172115999999,GrantsGO188
GrantsGO4236,-0.8246100061999999,GrantsGO188
GrantsGO284,-1.1273472733999998,GrantsGO195
GrantsGO5567,-0.3069797986071428,GrantsGO195
GrantsGO4571,-0.3013755546071428,GrantsGO195
GrantsGO5141,-0.2995829921071428,GrantsGO195
GrantsGO4595,-0.1554140030285714,GrantsGO195
GrantsGO4996,-0.1515181046785714,GrantsGO195
GrantsGO4542,-0.1501895379285714,GrantsGO195
GrantsGO5081,-0.1467314399285714,GrantsGO195
GrantsGO2847,-0.13797811702857138,GrantsGO195
GrantsGO5334,-0.13386360967857142,GrantsGO195
GrantsGO5561,-1.1617213595,GrantsGO126
GrantsGO1626,-1.1318349604,GrantsGO126
GrantsGO4917,-1.1090081988,GrantsGO126
GrantsGO3199,-0.7916863722499999,GrantsGO126
GrantsGO3093,-0.7889797114999999,GrantsGO126
GrantsGO2884,-0.7813535733999999,GrantsGO126
GrantsGO1224,-0.7799113815,GrantsGO126
GrantsGO2805,-0.7798861291999999,GrantsGO126
GrantsGO2794,-0.7771817766666667,GrantsGO126
GrantsGO4331,-0.7767587271999999,GrantsGO126
GrantsGO5417,-1.1469192179999999,GrantsGO191
GrantsGO554,-1.1456496942499999,GrantsGO191
GrantsGO3258,-1.13728594775,GrantsGO191
GrantsGO1334,-1.1366427954,GrantsGO191
GrantsGO4210,-1.11301712475,GrantsGO191
GrantsGO331,-1.0905300757999998,GrantsGO191
GrantsGO4961,-1.0898254618,GrantsGO191
GrantsGO4188,-1.08982417,GrantsGO191
GrantsGO31,-1.0751943524,GrantsGO191
GrantsGO2532,-0.575691929,GrantsGO191
GrantsGO368,-1.0982726694,GrantsGO214
GrantsGO4167,-1.08066708725,GrantsGO214
GrantsGO1334,-0.76521497575,GrantsGO214
GrantsGO1740,-0.7084562699999999,GrantsGO214
GrantsGO75,-0.6281254483333332,GrantsGO214
GrantsGO1512,-0.5716091826666666,GrantsGO214
Tenders6162aa1fe1b7f5c73e6fe664,-0.565861595,GrantsGO214
Tenders6162aa1fe1b7f5c73e6fe245,-0.5644017883333333,GrantsGO214
GrantsGO5039,-0.550864593,GrantsGO214
GrantsGO5236,-0.5490483413333334,GrantsGO214
GrantsGO1140,-1.153986336,GrantsGO200
GrantsGO3141,-0.36590980599999995,GrantsGO200
GrantsGO5061,-0.36560149059999997,GrantsGO200
GrantsGO5417,-0.34348361349999995,GrantsGO200
GrantsGO1001,-0.33441963674999997,GrantsGO200
GrantsGO3551,-0.32337436224999994,GrantsGO200
GrantsGO4096,-0.31996821999999997,GrantsGO200
GrantsGO5242,-0.282073561,GrantsGO200
GrantsGO1684,-0.2508549468,GrantsGO200
GrantsGO5156,-0.23142982339999998,GrantsGO200
GrantsGO4483,-1.168783401,GrantsGO98
GrantsGO1334,-1.1640496338,GrantsGO98
Tenders6162aa1fe1b7f5c73e6fe7e2,-0.795453177,GrantsGO98
Tenders6162aa1fe1b7f5c73e6fe7ea,-0.794589951,GrantsGO98
GrantsGO5600,-0.788887817,GrantsGO98
Tenders6162aa1fe1b7f5c73e6fe3b0,-0.7841121305,GrantsGO98
Tenders6162aa1fe1b7f5c73e6fe6e6,-0.7841094929999999,GrantsGO98
Tenders6162aa1fe1b7f5c73e6fe0d0,-0.7801338109999999,GrantsGO98
Tenders6162aa1fe1b7f5c73e6fe118,-0.7787097759999999,GrantsGO98
GrantsGO4900,-0.775722807,GrantsGO98
GrantsGO330,-1.189055262,GrantsGO109
GrantsGO1516,-1.1864022471666666,GrantsGO109
GrantsGO2942,-0.5633540588333333,GrantsGO109
GrantsGO4194,-0.3988242991666667,GrantsGO109
GrantsGO4597,-0.3664801645,GrantsGO109
GrantsGO4945,-0.3628102533333333,GrantsGO109
GrantsGO2966,-0.3026699283333333,GrantsGO109
GrantsGO5003,-0.2863595818333333,GrantsGO109
GrantsGO5418,-0.27141310949999997,GrantsGO109
GrantsGO3380,-0.20798603999999998,GrantsGO109
GrantsGO347,-1.1644965196,GrantsGO120
GrantsGO118,-1.0484905022,GrantsGO120
GrantsGO1869,-0.9610640060000001,GrantsGO120
GrantsGO1872,-0.8453953203999999,GrantsGO120
GrantsGO5418,-0.65447414325,GrantsGO120
GrantsGO3380,-0.43368798259999997,GrantsGO120
GrantsGO102,-0.34373336599999993,GrantsGO120
Tenders6162aa1fe1b7f5c73e6fe2b4,-0.28339301066666667,GrantsGO120
GrantsGO5169,-0.21557336779999997,GrantsGO120
Tenders6162aa1fe1b7f5c73e6fe157,-0.207639419,GrantsGO120
GrantsGO2847,-1.125469915,GrantsGO223
GrantsGO3575,-1.1237138899999999,GrantsGO223
GrantsGO3194,-1.117100775,GrantsGO223
GrantsGO5353,-0.8510360049999999,GrantsGO223
GrantsGO1375,-0.8406254849999999,GrantsGO223
GrantsGO1409,-0.8341551464999999,GrantsGO223
GrantsGO5542,-0.8333583949999999,GrantsGO223
GrantsGO4904,-0.8327306269999999,GrantsGO223
GrantsGO2809,-0.8280679649999999,GrantsGO223
GrantsGO3238,-0.8254531729999999,GrantsGO223
GrantsGO1345,-1.1742697845999999,GrantsGO248
GrantsGO3534,-0.8665796501666666,GrantsGO248
GrantsGO4703,-0.28901416874999997,GrantsGO248
GrantsGO3694,-0.286488935,GrantsGO248
GrantsGO5415,-0.26170128875,GrantsGO248
GrantsGO1540,-0.26006910899999997,GrantsGO248
GrantsGO4589,-0.24765476499999997,GrantsGO248
Tenders6162aa1fe1b7f5c73e6fe851,-0.13527611,GrantsGO248
GrantsGO1433,-0.12608690649999998,GrantsGO248
Tenders6162aa1fe1b7f5c73e6fe586,-0.12426989999999999,GrantsGO248
GrantsGO195,-1.1273472733999998,GrantsGO284
GrantsGO4571,-0.5560520301142856,GrantsGO284
GrantsGO5567,-0.3947728218857142,GrantsGO284
GrantsGO5141,-0.38218989668571424,GrantsGO284
GrantsGO4598,-0.3246854566571428,GrantsGO284
GrantsGO5570,-0.3127114108571428,GrantsGO284
GrantsGO5018,-0.3037167918571428,GrantsGO284
GrantsGO5411,-0.3025653970571428,GrantsGO284
GrantsGO2992,-0.2924773278571428,GrantsGO284
GrantsGO4996,-0.2887088938571428,GrantsGO284
GrantsGO1791,-1.1235118532,GrantsGO128
GrantsGO5553,-1.0038495693214284,GrantsGO128
GrantsGO3240,-0.9748085675714284,GrantsGO128
GrantsGO1925,-0.9327411223714285,GrantsGO128
GrantsGO3241,-0.9063135441714285,GrantsGO128
GrantsGO5482,-0.8453087348214285,GrantsGO128
GrantsGO2793,-0.830314381142857,GrantsGO128
Tenders6162aa1fe1b7f5c73e6fe45c,-0.8220033611428571,GrantsGO128
GrantsGO1604,-0.8210797101428571,GrantsGO128
GrantsGO3614,-0.7969336871428571,GrantsGO128
GrantsGO116,-1.1341786166666665,GrantsGO115
GrantsGO2537,-0.6733362385,GrantsGO115
GrantsGO4588,-0.4736724582,GrantsGO115
GrantsGO1212,-0.47334209833333335,GrantsGO115
GrantsGO3914,-0.4489934662,GrantsGO115
GrantsGO2882,-0.3476446702857143,GrantsGO115
GrantsGO2311,-0.33417584533333333,GrantsGO115
GrantsGO1436,-0.32200923,GrantsGO115
GrantsGO544,-0.28605355825,GrantsGO115
GrantsGO1748,-0.27017328674999996,GrantsGO115
GrantsGO2895,-1.1385261025,GrantsGO234
GrantsGO887,-1.1160565435,GrantsGO234
GrantsGO505,-1.1027861642499999,GrantsGO234
GrantsGO4940,-0.9403514425,GrantsGO234
GrantsGO3993,-0.894506445,GrantsGO234
GrantsGO4791,-0.894500083,GrantsGO234
GrantsGO5375,-0.8741525929999999,GrantsGO234
GrantsGO4606,-0.87415155875,GrantsGO234
GrantsGO3862,-0.8741510849999999,GrantsGO234
GrantsGO945,-0.87415062525,GrantsGO234
GrantsGO4218,-1.1480994977999999,GrantsGO272
Tenders6162aa1fe1b7f5c73e6fe4e5,-0.8653621039999999,GrantsGO272
GrantsGO4879,-0.5350907116666667,GrantsGO272
GrantsGO5394,-0.526349071,GrantsGO272
GrantsGO2224,-0.524733753,GrantsGO272
GrantsGO234,-0.5156952863333333,GrantsGO272
Tenders6162aa1fe1b7f5c73e6fe24c,-0.514538392,GrantsGO272
GrantsGO4836,-0.5063907835,GrantsGO272
Tenders6162aa1fe1b7f5c73e6fe4a5,-0.505611212,GrantsGO272
GrantsGO3292,-0.49357788475,GrantsGO272
GrantsGO4359,-1.169463106,GrantsGO202
GrantsGO2935,-1.1567236606666667,GrantsGO202
GrantsGO5151,-0.7824451822499999,GrantsGO202
GrantsGO3614,-0.78130648175,GrantsGO202
GrantsGO5577,-0.7811385574999999,GrantsGO202
GrantsGO5176,-0.7810938284,GrantsGO202
GrantsGO4573,-0.7790281935,GrantsGO202
GrantsGO2944,-0.777854996,GrantsGO202
GrantsGO1300,-0.7767032665999999,GrantsGO202
GrantsGO3789,-0.77494543575,GrantsGO202
GrantsGO5541,-1.1708393813333333,GrantsGO167
GrantsGO1606,-1.1609839798333332,GrantsGO167
GrantsGO1917,-1.1609687935,GrantsGO167
GrantsGO3844,-1.1493535152,GrantsGO167
GrantsGO4554,-1.1462210851999999,GrantsGO167
GrantsGO5472,-1.1130927286666665,GrantsGO167
GrantsGO4863,-1.1032011148,GrantsGO167
GrantsGO4724,-1.0754504392,GrantsGO167
GrantsGO2783,-1.0382262065999999,GrantsGO167
GrantsGO2575,-0.9614092451666667,GrantsGO167
GrantsGO1283,-1.1883884197999999,GrantsGO240
GrantsGO2405,-1.1883863596,GrantsGO240
GrantsGO5596,-0.5608166026,GrantsGO240
GrantsGO4166,-0.550567674,GrantsGO240
GrantsGO2232,-0.5485620058,GrantsGO240
GrantsGO5349,-0.5480845209999999,GrantsGO240
GrantsGO1882,-0.5465527432499999,GrantsGO240
GrantsGO5465,-0.5455788042499999,GrantsGO240
GrantsGO5545,-0.5390620107499999,GrantsGO240
GrantsGO5471,-0.5301750089999999,GrantsGO240
GrantsGO361,-1.1076599094065935,GrantsGO203
GrantsGO207,-1.09276209,GrantsGO203
GrantsGO387,-1.0892320336923078,GrantsGO203
GrantsGO390,-1.0642655272637362,GrantsGO203
GrantsGO206,-1.0120955334423078,GrantsGO203
GrantsGO205,-1.0120847166923077,GrantsGO203
GrantsGO364,-1.0120789279423077,GrantsGO203
GrantsGO484,-0.9930694302417582,GrantsGO203
GrantsGO365,-0.9198424295846154,GrantsGO203
GrantsGO208,-0.9198042445846153,GrantsGO203
GrantsGO362,-1.199992459,GrantsGO204
GrantsGO389,-1.0169895192857143,GrantsGO204
GrantsGO208,-0.9532767543714284,GrantsGO204
GrantsGO365,-0.9532438229714285,GrantsGO204
GrantsGO361,-0.9280561621714285,GrantsGO204
GrantsGO363,-0.9262850503714285,GrantsGO204
GrantsGO387,-0.8522812318571429,GrantsGO204
GrantsGO206,-0.8405925964571428,GrantsGO204
GrantsGO205,-0.8405640490571429,GrantsGO204
GrantsGO364,-0.8405513780571429,GrantsGO204
GrantsGO364,-1.199983593,GrantsGO205
GrantsGO206,-1.1999594022,GrantsGO205
GrantsGO387,-1.04177532525,GrantsGO205
GrantsGO363,-0.9599668955999999,GrantsGO205
GrantsGO208,-0.887838692,GrantsGO205
GrantsGO207,-0.8850197491999999,GrantsGO205
GrantsGO203,-0.8643924089999999,GrantsGO205
GrantsGO365,-0.8074431745999999,GrantsGO205
GrantsGO366,-0.8048684341999999,GrantsGO205
GrantsGO361,-0.7843559614999999,GrantsGO205
GrantsGO205,-1.1999594022,GrantsGO206
GrantsGO364,-1.1999429952,GrantsGO206
GrantsGO387,-1.0417678369999999,GrantsGO206
GrantsGO363,-0.9599777786,GrantsGO206
GrantsGO208,-0.8878785753999999,GrantsGO206
GrantsGO207,-0.8850596326,GrantsGO206
GrantsGO203,-0.86440322575,GrantsGO206
GrantsGO365,-0.8074830579999999,GrantsGO206
GrantsGO366,-0.8049083175999999,GrantsGO206
GrantsGO361,-0.7843667782499999,GrantsGO206
GrantsGO366,-1.1075037096923077,GrantsGO207
GrantsGO203,-1.09276209,GrantsGO207
GrantsGO206,-1.0327519402923078,GrantsGO207
GrantsGO205,-1.0327120568923078,GrantsGO207
GrantsGO364,-1.0326959298923077,GrantsGO207
GrantsGO387,-1.0159584246923077,GrantsGO207
GrantsGO390,-1.0022103656923078,GrantsGO207
GrantsGO208,-0.9976221707179487,GrantsGO207
GrantsGO365,-0.9976195012179486,GrantsGO207
GrantsGO363,-0.9404338121846153,GrantsGO207
GrantsGO365,-1.1996558091666667,GrantsGO208
GrantsGO389,-1.0372332736923078,GrantsGO208
GrantsGO206,-1.0355708830923078,GrantsGO208
GrantsGO363,-1.0355604472923077,GrantsGO208
GrantsGO205,-1.0355309996923077,GrantsGO208
GrantsGO364,-1.0355148726923078,GrantsGO208
GrantsGO204,-1.0323976334923077,GrantsGO208
GrantsGO362,-1.0323891784923078,GrantsGO208
GrantsGO387,-1.0270488198923078,GrantsGO208
GrantsGO361,-1.0121286988923077,GrantsGO208
GrantsGO347,-1.1349356769999999,GrantsGO118
GrantsGO120,-1.1284905022,GrantsGO118
GrantsGO1869,-1.0634192828857143,GrantsGO118
GrantsGO1872,-0.9009167121071429,GrantsGO118
GrantsGO5418,-0.6102167062142856,GrantsGO118
GrantsGO3380,-0.3629907963214285,GrantsGO118
GrantsGO102,-0.3367102218214285,GrantsGO118
GrantsGO5588,-0.2946367206071428,GrantsGO118
GrantsGO5096,-0.22025855294285712,GrantsGO118
GrantsGO4940,-0.2125125722571428,GrantsGO118
GrantsGO5069,-1.1210048733333333,GrantsGO368
GrantsGO214,-0.8582726694,GrantsGO368
Tenders6162aa1fe1b7f5c73e6fe115,-0.690609716,GrantsGO368
Tenders6162aa1fe1b7f5c73e6fe245,-0.6692887295,GrantsGO368
GrantsGO3987,-0.6685903258,GrantsGO368
GrantsGO1147,-0.6650575498333333,GrantsGO368
GrantsGO4938,-0.45151895719999996,GrantsGO368
GrantsGO5061,-0.45052852325,GrantsGO368
GrantsGO520,-0.448114301,GrantsGO368
GrantsGO37,-0.44743515,GrantsGO368
GrantsGO102,-1.1448294319999999,GrantsGO270
Tenders6162aa1fe1b7f5c73e6fe730,-1.135821792,GrantsGO270
GrantsGO1516,-0.8768704809999999,GrantsGO270
GrantsGO1334,-0.87507313925,GrantsGO270
GrantsGO330,-0.87280032125,GrantsGO270
GrantsGO4961,-0.86682655375,GrantsGO270
Tenders6162aa1fe1b7f5c73e6fe2d8,-0.8556494089999999,GrantsGO270
Tenders6162aa1fe1b7f5c73e6fe2b4,-0.853510818,GrantsGO270
GrantsGO3958,-0.807124946,GrantsGO270
GrantsGO4676,-0.8071147274999999,GrantsGO270
GrantsGO890,-1.1995963618,GrantsGO280
GrantsGO2900,-0.17556885,GrantsGO280
GrantsGO4464,-0.14250205466666668,GrantsGO280
Tenders6162aa1fe1b7f5c73e6fe086,-0.13789127750000002,GrantsGO280
GrantsGO4674,-0.12292957419999997,GrantsGO280
GrantsGO389,-0.08671548833333333,GrantsGO280
GrantsGO361,-0.08514242466666667,GrantsGO280
GrantsGO2537,-0.083206781,GrantsGO280
GrantsGO3380,-0.07944248033333333,GrantsGO280
GrantsGO1655,-0.06970354875,GrantsGO280
GrantsGO203,-1.1076599094065935,GrantsGO361
GrantsGO365,-1.1044745762,GrantsGO361
GrantsGO363,-1.1043459635,GrantsGO361
GrantsGO362,-1.0994917628,GrantsGO361
GrantsGO389,-1.0883742176923077,GrantsGO361
GrantsGO208,-1.0121286988923077,GrantsGO361
GrantsGO204,-1.0071770412923078,GrantsGO361
GrantsGO387,-0.9969066042417581,GrantsGO361
GrantsGO206,-0.9197513936346153,GrantsGO361
GrantsGO205,-0.9197405768846153,GrantsGO361
GrantsGO204,-1.199992459,GrantsGO362
GrantsGO365,-1.0389496536857143,GrantsGO362
GrantsGO361,-1.0137774770857144,GrantsGO362
GrantsGO363,-1.0119924870857142,GrantsGO362
GrantsGO208,-0.9532682993714284,GrantsGO362
GrantsGO389,-0.9312760312380951,GrantsGO362
GrantsGO387,-0.8522882610571428,GrantsGO362
GrantsGO206,-0.8405857474571429,GrantsGO362
GrantsGO205,-0.8405572000571429,GrantsGO362
GrantsGO364,-0.8405445290571428,GrantsGO362
GrantsGO365,-1.1274726222,GrantsGO363
GrantsGO206,-1.0285492071714284,GrantsGO363
GrantsGO205,-1.0285383241714285,GrantsGO363
GrantsGO364,-1.0285252491714285,GrantsGO363
GrantsGO361,-1.0186316777857143,GrantsGO363
GrantsGO362,-1.0119924870857142,GrantsGO363
GrantsGO208,-0.9564395681714285,GrantsGO363
GrantsGO204,-0.9262850503714285,GrantsGO363
GrantsGO389,-0.9108866853714285,GrantsGO363
GrantsGO207,-0.8679063396571428,GrantsGO363
GrantsGO205,-1.199983593,GrantsGO364
GrantsGO206,-1.1999429952,GrantsGO364
GrantsGO387,-1.0417752265,GrantsGO364
