weight,orig_id,orig_title,orig_category,orig_sub category,orif_description,_id,relevant_title,relevant_category,relevant_sub category,orif_description,"relevancy scoring by linnie(irrelevant,0;relevant,descend from 1 to 5)"
-0.999993008,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",623409fe28a0c11b54da3621,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The Tranche 2 of IFAM gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.??? ",1
-0.69220266,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",62340d7628a0c11b54da3761,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. IFAM gives Australian businesses more time to re-structure their business models and adjust to a new and more challenging trading environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 
 re-establish supply chains into and out of Australia, albeit not at pre-COVID19 levels while the pandemic continues; 
 reduce the sudden significant economic impact on businesses that rely on airfreight; and 
 minimise the economic impact of the COVID-19 crisis on Australian workers. 
",1
-0.459909064,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",6234103428a0c11b54da3860,International Freight Assistance Mechanism,Disaster Relief,0,"IFAM is a temporary emergency measure that helps restore global supply chains to provide pathways for Australian businesses to continue to trade internationally during the pandemic. 
 Australian businesses need to use the time now to review their operating models and with the temporary support of IFAM, adjust to a new trading environment. 
 The grants are for those freight companies or airlines working to: 
 
 export Australian high-value and time-sensitive perishable products, 
 export or import items deemed to be in the national interest by the Freight Controller (including medical supplies, medicines and equipment to support Australia＊s health response), as approved by the Freight Controller or their delegate 
 
 (eligible products). 
 We may also consider whether the product:? 
 
 could not be sent by an alternative to airfreight without losing its essential product characteristics or value 
 has a limited shelf life or is required to meet a sudden or immediate need.? 
",1
-0.286658935,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",623408b028a0c11b54da35a1,International Freight Assistance Mechanism,Disaster Relief,0,"Temporary emergency mechanism to support the rebuilding of Australia＊s connections to the global supply chains following the impact of the CoViD19 pandemic. The cessation of passenger flights and as a result belly hold freight, has effectively prevented Australian producers from servicing supply contracts with their international customers. This grant program is a key element of the Australian Government＊s response to CoViD-19, to support and maintain international supply chains.",3
-0.135095004,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",62340a9128a0c11b54da3656,Modern Manufacturing Initiative 每 Manufacturing Integration Stream 每 Space Priority Round 1 Grant opportunity,Industry Innovation,0,"The Manufacturing Integration Stream will support projects that integrate Australian businesses into domestic and international value chains, propelling their goods and services into new markets and fostering Australia＊s reputation as a modern manufacturing leader. It will encourage and facilitate linkages between local businesses and domestic and international firms, increasing scale, supply capacity, and the ability to innovate. It will also facilitate the adoption of product standards and greater sharing and transfer of knowledge. 
 The Space National Manufacturing Priority road map sets out a vision to support a globally recognised Australian space sector with the capability, capacity and expertise to locally design, develop, manufacture and deploy specialised products, equipment, systems and services for exporting to international markets and to support national and international space missions. 
 As an emerging sector in Australia, the advantages including capabilities in advanced communication technologies and services, earth observation, and robotics and automation, provide significant opportunity for growth. The road map identifies the key areas of opportunity and actions for government and industry to collaborate to increase capability, drive collaboration, and facilitate domestic and global supply chains. 
 For the Modern Manufacturing Initiative＊s Translation and Integration Stream grant opportunities, an initial combined total of approximately $140 million is available from 2020-21 to 2023-24 across all the National Manufacturing Priorities.",3
-0.135072439,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",62340ac628a0c11b54da3668,Modern Manufacturing Initiative 每 Manufacturing Integration Stream 每 Medical Products Priority Round 1,Industry Innovation,0,"The Manufacturing Integration Stream will support projects that integrate Australian businesses into domestic and international value chains, propelling their goods and services into new markets and fostering Australia＊s reputation as a modern manufacturing leader. It will encourage and facilitate linkages between local businesses and domestic and international firms, increasing scale, supply capacity, and the ability to innovate. It will also facilitate the adoption of product standards and greater sharing and transfer of knowledge. 
 Quality medical products are at the centre of a healthy society. They can also be the centrepiece of a dynamic economy based on translating smart ideas into globally competitive manufactured products. Medical products make a significant contribution to Australia＊s economic prosperity. The sector is responsible for some of Australia＊s most innovative commercial successes. Australian medical products making a global impact include the cochlear implant, green whistle and cervical cancer vaccine. 
 For the Modern Manufacturing Initiative＊s Translation and Integration Stream grant opportunities, an initial combined total of approximately $140 million is available from 2020-21 to 2023-24 across all the National Manufacturing Priorities.",3
-0.135070039,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",62340b3728a0c11b54da3693,Modern Manufacturing Initiative 每 Manufacturing Integration Stream 每 Defence Priority 每 Round 1,Industry Innovation,0,"The Manufacturing Integration Stream will support projects that integrate Australian businesses into domestic and international value chains, propelling their goods and services into new markets and fostering Australia＊s reputation as a modern manufacturing leader. It will encourage and facilitate linkages between local businesses and domestic and international firms, increasing scale, supply capacity, and the ability to innovate. It will also facilitate the adoption of product standards and greater sharing and transfer of knowledge. 
 Growing the defence industrial base is a key priority for the Australian Government and Australian manufacturers are in a prime position to take advantage of the increased domestic and global investments in Defence capabilities. The numerous acquisition and sustainment opportunities that will come from these investments will support manufacturers to: 
 
 make up a greater share of the defence supply chain by manufacturing the components and capabilities required for Defence acquisition and sustainment projects 
 diversify their customer base and enter new markets beyond the Australian Defence Force 
 contribute to some of the world＊s most advanced supply chains and export to allies or likeminded countries. 
 
 For the Modern Manufacturing Initiative＊s Translation and Integration Stream grant opportunities, an initial combined total of approximately $140 million is available from 2020-21 to 2023-24 across all the National Manufacturing Priorities.",3
-0.132696554,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",6162aa1fe1b7f5c73e6fe4c8,Study on enhancing business competitiveness by addressing disconnects in land-side sea freight transport supply chains,Economics,0,The Department is seeking a suitably qualified consultant/contractor to conduct a research project that will contribute to the understanding of the potential to enhance the competitiveness of Australian businesses by addressing disconnects in land-side sea freight container transport supply chains.,4
-0.123100061,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",6234103928a0c11b54da3862,Moon to Mars Initiative Demonstrator Mission Grants,Industry Innovation,0,"The $150 million Australian Moon to Mars initiative (the initiative) supports Australian businesses and researchers to join NASA＊s inspirational endeavour to go forward to the Moon and then go on to Mars. Investment focuses in Australia over a five-year period, commencing in 2020-21. 
 The initiative forms an important element of the? Advancing Space: Australian Civil Space Strategy ?2019-2028. It primarily addresses the National and International pillars?to: 
 
 open doors for Australian businesses and researchers to access international space supply chains 
 create jobs in Australia and support the growth of industries across the economy through the development and application of space technologies. 
 
 Through this, Australian organisations will join with NASA and other international partners to bring Australian capabilities to space, the Moon, Mars and beyond. 
 The objectives of the program are: 
 
 support Australia＊s ambitions to join NASA＊s endeavour to go forward to the Moon and then go on to Mars 
 accelerate the growth of the Australian space industry 
 build Australian space capability and capacity 
 lift Australian involvement in national and international supply chains 
 inspire the Australian public. 
 
 The intended outcomes of the program are: 
 
 Australian involvement in international space programs and missions that support Moon to Mars activities 
 increased growth of Australian space businesses 
 an increase in Australia＊s space capability 
 increased exports 
 increased access to national and international supply chains 
 strengthened relationships between international agencies and the Australian Space Agency 
 increased employment in STEM related and highly skilled fields 
 increased community engagement in space activities. 
",0
-0.097486514,62340c2028a0c11b54da36e6,International Freight Assistance Mechanism,Disaster Relief,0,"The IFAM program is a temporary, emergency measure in response to an extraordinary situation. The IFAM program gives Australian businesses more time to re-engineer their business models and adjust to a new and more challenging environment created by COVID-19. 
 The intended outcomes of the IFAM grants are to: 
 ??increase the volume of Australian outbound freight (and inbound medical supplies) to encourage the return of international freight providers; 
 ??reduce the impact on exporters of Australian high-value and time-sensitive perishable products, of freight cost increases caused by the COVID-19 impact; and 
 ??enable Australian exporters of high-value and time-sensitive perishable products to keep exporting and thereby keep Australian employees in jobs during the economic crisis caused by COVID-19.? ?",6162aa1fe1b7f5c73e6fe772,Proposal for YOUTH Jobs PaTH 每 Employability Skills Training Panel 2017 - 2020,Education and Training Services,0,?Responses are being sought from eligible providers to develop and deliver training aimed at ensuring all young job seekers have the basic employability skills that Australian businesses need,0
-0.97086683,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,62340edd28a0c11b54da37e3,National Careers Institute Partnership Grants Program (NCIP) 每 Round 4 每 Career Needs for Young People Grant,Employment Services,201003 - Transition to Work,"The National Careers Institute Partnership Grants program provides grants from $20,000 to $350,000 for up to 12 months to enhance partnerships with industry, employers and schools to deliver innovative career advisory products and services for people at all stages of their careers. 
 The objectives for round 4 of the program are to: 
 
 create greater awareness of career pathways and career information for young people not in education, employment or training 
 contribute to an evidence base for addressing the needs of young people who are disengaged from education, employment or training 
 enhance partnerships between employers, training providers, schools and community organisations that assist disengaged young people into further learning and work, including jobs in demand. 
 
 The intended outcomes of the program are: 
 
 enhanced career pathways that help young people reach their full career potential 
 increased understanding by young people of the skills sought by employers 
 stronger collaboration in the delivery of career guidance to young people 
 improved quality of career guidance to young people. 
 
 Refer to the grant opportunity guidelines for detail about eligible grant activities. 
 We recommend that your proposed project complement the work of the National Careers Institute.",1
-0.963724985,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,62340edb28a0c11b54da37e2,Indigenous Australians' Health Programme: National Aboriginal and Torres Strait Islander Health Academy,Indigenous Education,0,"This grant opportunity is for the delivery of the Indigenous Australians＊ Health Programme: National Aboriginal and Torres Strait Islander Health Academy (Health Academy).? 
 The Health Academy is an Indigenous Allied Health Academy (IAHA) led, holistic, supportive, and culturally safe program that aims to create opportunities for Aboriginal and/or Torres Strait Islander high school and college students to consider career choices in health and wellbeing. It is an innovative, community-led model, tailoring training to ensure engagement, retention, and success for Aboriginal and/or Torres Strait Islander students.? 
 The Academy enables students in Years 11 and 12 to complete a Certificate III in Allied Health Assistance through an Australian School Based Apprenticeship model. This may lead to employment as an Allied Health Assistant or may inspire the student to pursue a health professional career or access further educational pathways.? 
 The objectives of the grant opportunity are to: 
 ? create opportunities for Aboriginal and Torres Strait Islander students to consider career choices in health and wellbeing; and?? 
 ? support Aboriginal and Torres Strait Islander youth to be engaged in education and employment. 
 The intended outcomes of the grant opportunity include: 
 ? improvements in Aboriginal and Torres Strait Islander student＊s understanding of health and wellbeing career opportunities; 
 ? increased number of Aboriginal and Torres Strait Islander youth successfully completing a Certificate III in Allied Health Assistance; and? 
 ? the growth and strengthening of the Aboriginal and Torres Strait Islander allied health workforce. 
 To view the grant opportunity documents, please select the red ""GO Documents"" button on the left hand side. 
 ?",3
-0.94596438,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,62340aab28a0c11b54da365f,Students Support Package - The Smith Family's Growing Careers Project,Primary and Secondary Schools,0,"The Australian Government is inviting one organisation via a closed non-competitive process to apply to deliver services under the Students Support Package 每 The Smith Family＊s Growing Careers Project from 2020每21 to 2024每25. 
 The Smith Family＊s Growing Careers Project (the program) will run over 5 years from 2020每21 to 2024每25. The program was announced in the October 2020 Budget as part of the Students Support Package. 
 The objectives of the program are to: 
 
 enable The Smith Family＊s Growing Careers Project to support up to 76,725 disadvantaged students across Australia 
 support disadvantaged high school students from Years 8 to Year 12 (or equivalent). 
 
 ?The intended outcomes of the program are to: 
 
 help disadvantaged young people to complete Year 12 (or equivalent) and successfully transition to work or to further education and training. 
",2
-0.844381935,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,6162aa1fe1b7f5c73e6fe4e0,ACCESS TO QUALITY EDUCATION PROGRAM (AQE) FIJI,Management advisory services,0,"Fiji Bilateral Education Program: management support services for the Education Program.The goal of the AQE program is to work with the MOE and other relevant stakeholders to improve the ability of children from very poor communities, including children with a disability, to access a quality school education. The AQE will work with the MOE and other education service providers to support poor families to mitigate financial and social barriers that limit access to school education for poor girls and boys in Fiji. ",2
-0.81830585,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,6162aa1fe1b7f5c73e6fe154,Panel Of Providers To Develop Commemorative Education Materials And Websites,Specialised educational services,0,DVA intends to establish a panel of preferred providers to assist in developing education materials for Australian schools and websites containing historical content,4
-0.779847603,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,6162aa1fe1b7f5c73e6fe26d,Update of Resource for Career Practitioners (ReCaP),Educational and research structures,0,"The Australian Government Department of Education, Science and Training (DEST) is seeking tenders from suitably qualified organisations to undertake an update of the Resource for Career Practitioners (ReCaP). ?The Project must evaluate and update ReCaP, develop (as a publication quality revised product) any additional material so that the resource can be used as a professional development resource by a wider audience including CAA providers and provide recommendations and cost estimates for dissemination of the publication quality product. ?",3
-0.76741025,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,623400fa28a0c11b54da329c,"The Try, Test and Learn Fund: In-School Parent Employment Services Project",Transition to Work,0,"The In-School Parent Employment Services Project is targeted to young parents who receive income support aged 25 or under and who started receiving parenting payments when they were 19 or under. The project will work by integrating personalised, demand-led employment services into two primary schools. The project will work with and complement existing jobactive and ParentsNext services. It will entail in-school advocacy and support, some career advice and 'soft skills', childcare and warm referral to jobactive and ParentsNext.  
 Warm referrals will include a personal advisor building a relationship with participants and then managing their introduction to other services as a trusted person. The project will also involve developing a jobs pipeline which matches the training of participants with needs identified by local employers (demand-led training as modelled previously by VTEC) and working with jobactive providers to place jobseekers from the target group. This project will be unique in integrating employment services in school for warm referrals and a 'one stop shop'.?",1
-0.74449881,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,62340c3a28a0c11b54da36f0,Community Child Care Fund (CCCF) Special Circumstances Victorian Recovery Payment Guidelines 2020,Child Care,0,"? 
 The Victorian Recovery Payment (＆Recovery Payment＊) will be provided to all eligible Victorian services and includes additional support for Outside School Hours Care (OSHC) services. The payment is in response to the restrictions faced by the Victorian Early Education and Care (ECEC) sector and acknowledges they have a different recovery trajectory compared to services elsewhere in Australia. 
 ? 
 ? 
 ? 
 Eligible services do not need to apply. Services will be sent a grant offer via DocuSign. 
 ? 
 ? 
 ? 
 Providers that do not wish to receive the grant are encouraged to decline the offer by selecting ※Other Actions§ and ※Decline to Sign§. 
 ?",5
-0.49740375,6162aa1fe1b7f5c73e6fe0d6,Career Education Lighthouse Schools Project,Education and Training Services,0,Select a provider to manage the Career Education Lighthouse Schools project including manage processes to select Lighthouse schools for 2006 and 2007,6162aa1fe1b7f5c73e6fe4a9,Request for Proposal: Australian Command and Staff College Academic Services,Education and Training Services,0,"The Australian Command and Staff College (ACSC) provides post graduate level study for the Australian Defence Force. The ACSC is conducting a two stage tender process, the first being a Request for Proposal. The College is now inviting proposals from service providers who would like to work with the College to develop and provide quality postgraduate education. In the second stage selected respondants will then?be asked to participate in a restricted tender process.",1
